"ZIPCODE":"55038","TOTALCUSTOMERS":8418,"CUSTOMERSOUT":104
"ZIPCODE":"55047","TOTALCUSTOMERS":1012,"CUSTOMERSOUT":4
"ZIPCODE":"55075","TOTALCUSTOMERS":9724,"CUSTOMERSOUT":1
"ZIPCODE":"55076","TOTALCUSTOMERS":9981,"CUSTOMERSOUT":2
"ZIPCODE":"55082","TOTALCUSTOMERS":16973,"CUSTOMERSOUT":4
"ZIPCODE":"55104","TOTALCUSTOMERS":20952,"CUSTOMERSOUT":1
"ZIPCODE":"55106","TOTALCUSTOMERS":20817,"CUSTOMERSOUT":2
"ZIPCODE":"55107","TOTALCUSTOMERS":7277,"CUSTOMERSOUT":25
"ZIPCODE":"55113","TOTALCUSTOMERS":21373,"CUSTOMERSOUT":1
"ZIPCODE":"55302","TOTALCUSTOMERS":2609,"CUSTOMERSOUT":3
"ZIPCODE":"55363","TOTALCUSTOMERS":1881,"CUSTOMERSOUT":1
"ZIPCODE":"55364","TOTALCUSTOMERS":6937,"CUSTOMERSOUT":1
"ZIPCODE":"55409","TOTALCUSTOMERS":5856,"CUSTOMERSOUT":1
"ZIPCODE":"55413","TOTALCUSTOMERS":8429,"CUSTOMERSOUT":22
"ZIPCODE":"55417","TOTALCUSTOMERS":12463,"CUSTOMERSOUT":1
"ZIPCODE":"55423","TOTALCUSTOMERS":18153,"CUSTOMERSOUT":15
"ZIPCODE":"55427","TOTALCUSTOMERS":11810,"CUSTOMERSOUT":9
"ZIPCODE":"55433","TOTALCUSTOMERS":8274,"CUSTOMERSOUT":1
"ZIPCODE":"55455","TOTALCUSTOMERS":48,"CUSTOMERSOUT":1
"ZIPCODE":"55987","TOTALCUSTOMERS":14683,"CUSTOMERSOUT":1
"ZIPCODE":"56379","TOTALCUSTOMERS":6608,"CUSTOMERSOUT":29
"ZIPCODE":"79045","TOTALCUSTOMERS":7143,"CUSTOMERSOUT":1
"ZIPCODE":"79102","TOTALCUSTOMERS":4859,"CUSTOMERSOUT":1
"ZIPCODE":"79356","TOTALCUSTOMERS":2076,"CUSTOMERSOUT":1
"ZIPCODE":"79359","TOTALCUSTOMERS":1762,"CUSTOMERSOUT":1
"ZIPCODE":"54490","TOTALCUSTOMERS":279,"CUSTOMERSOUT":1
"ZIPCODE":"54751","TOTALCUSTOMERS":10060,"CUSTOMERSOUT":3
"ZIPCODE":"80010","TOTALCUSTOMERS":15534,"CUSTOMERSOUT":3
"ZIPCODE":"80120","TOTALCUSTOMERS":14788,"CUSTOMERSOUT":7
"ZIPCODE":"80125","TOTALCUSTOMERS":6095,"CUSTOMERSOUT":10
"ZIPCODE":"80204","TOTALCUSTOMERS":19248,"CUSTOMERSOUT":99
"ZIPCODE":"80206","TOTALCUSTOMERS":14666,"CUSTOMERSOUT":60
"ZIPCODE":"80210","TOTALCUSTOMERS":19147,"CUSTOMERSOUT":0
"ZIPCODE":"80214","TOTALCUSTOMERS":14530,"CUSTOMERSOUT":1037
"ZIPCODE":"80216","TOTALCUSTOMERS":11079,"CUSTOMERSOUT":1
"ZIPCODE":"80220","TOTALCUSTOMERS":17820,"CUSTOMERSOUT":1
"ZIPCODE":"80223","TOTALCUSTOMERS":11085,"CUSTOMERSOUT":1
"ZIPCODE":"80226","TOTALCUSTOMERS":15165,"CUSTOMERSOUT":12
"ZIPCODE":"80233","TOTALCUSTOMERS":18685,"CUSTOMERSOUT":1
"ZIPCODE":"80235","TOTALCUSTOMERS":4289,"CUSTOMERSOUT":1
"ZIPCODE":"80239","TOTALCUSTOMERS":15446,"CUSTOMERSOUT":5
"ZIPCODE":"80249","TOTALCUSTOMERS":18221,"CUSTOMERSOUT":2
"ZIPCODE":"80403","TOTALCUSTOMERS":7690,"CUSTOMERSOUT":1
"ZIPCODE":"80645","TOTALCUSTOMERS":2034,"CUSTOMERSOUT":1
"ZIPCODE":"80651","TOTALCUSTOMERS":2036,"CUSTOMERSOUT":1
"ZIPCODE":"81144","TOTALCUSTOMERS":3372,"CUSTOMERSOUT":1
"ZIPCODE":"81503","TOTALCUSTOMERS":7826,"CUSTOMERSOUT":1
"ZIPCODE":"88201","TOTALCUSTOMERS":13178,"CUSTOMERSOUT":1
"ZIPCODE":"88210","TOTALCUSTOMERS":7074,"CUSTOMERSOUT":56
"ZIPCODE":"88231","TOTALCUSTOMERS":3361,"CUSTOMERSOUT":63
"ZIPCODE":"88240","TOTALCUSTOMERS":21354,"CUSTOMERSOUT":2
