"ZIPCODE":"57314","TOTALCUSTOMERS":175,"CUSTOMERSOUT":175
"ZIPCODE":"57323","TOTALCUSTOMERS":170,"CUSTOMERSOUT":170
"ZIPCODE":"57337","TOTALCUSTOMERS":41,"CUSTOMERSOUT":41
"ZIPCODE":"57338","TOTALCUSTOMERS":1,"CUSTOMERSOUT":1
"ZIPCODE":"57349","TOTALCUSTOMERS":58,"CUSTOMERSOUT":43
"ZIPCODE":"79057","TOTALCUSTOMERS":815,"CUSTOMERSOUT":1
"ZIPCODE":"79065","TOTALCUSTOMERS":11131,"CUSTOMERSOUT":1
"ZIPCODE":"79072","TOTALCUSTOMERS":11027,"CUSTOMERSOUT":1
"ZIPCODE":"79107","TOTALCUSTOMERS":12885,"CUSTOMERSOUT":1
"ZIPCODE":"79118","TOTALCUSTOMERS":13345,"CUSTOMERSOUT":1
"ZIPCODE":"79235","TOTALCUSTOMERS":663,"CUSTOMERSOUT":1
"ZIPCODE":"79336","TOTALCUSTOMERS":7334,"CUSTOMERSOUT":1
"ZIPCODE":"79379","TOTALCUSTOMERS":307,"CUSTOMERSOUT":0
"ZIPCODE":"54436","TOTALCUSTOMERS":405,"CUSTOMERSOUT":6
"ZIPCODE":"54669","TOTALCUSTOMERS":3883,"CUSTOMERSOUT":1
"ZIPCODE":"80216","TOTALCUSTOMERS":9490,"CUSTOMERSOUT":26
"ZIPCODE":"80439","TOTALCUSTOMERS":9786,"CUSTOMERSOUT":35
"ZIPCODE":"88220","TOTALCUSTOMERS":21475,"CUSTOMERSOUT":1
"ZIPCODE":"88231","TOTALCUSTOMERS":3417,"CUSTOMERSOUT":336
"ZIPCODE":"88240","TOTALCUSTOMERS":21051,"CUSTOMERSOUT":5
"ZIPCODE":"88256","TOTALCUSTOMERS":1591,"CUSTOMERSOUT":0
"ZIPCODE":"55016","TOTALCUSTOMERS":15141,"CUSTOMERSOUT":106
"ZIPCODE":"55025","TOTALCUSTOMERS":7549,"CUSTOMERSOUT":1
"ZIPCODE":"55113","TOTALCUSTOMERS":21179,"CUSTOMERSOUT":128
"ZIPCODE":"55126","TOTALCUSTOMERS":13357,"CUSTOMERSOUT":1
