"ZIPCODE":"55016","TOTALCUSTOMERS":15867,"CUSTOMERSOUT":488
"ZIPCODE":"55043","TOTALCUSTOMERS":1702,"CUSTOMERSOUT":1
"ZIPCODE":"55045","TOTALCUSTOMERS":3184,"CUSTOMERSOUT":1
"ZIPCODE":"55047","TOTALCUSTOMERS":999,"CUSTOMERSOUT":1
"ZIPCODE":"55056","TOTALCUSTOMERS":579,"CUSTOMERSOUT":1
"ZIPCODE":"55071","TOTALCUSTOMERS":2493,"CUSTOMERSOUT":112
"ZIPCODE":"55075","TOTALCUSTOMERS":9717,"CUSTOMERSOUT":1
"ZIPCODE":"55076","TOTALCUSTOMERS":9975,"CUSTOMERSOUT":2
"ZIPCODE":"55082","TOTALCUSTOMERS":16883,"CUSTOMERSOUT":16
"ZIPCODE":"55103","TOTALCUSTOMERS":5347,"CUSTOMERSOUT":4
"ZIPCODE":"55104","TOTALCUSTOMERS":20766,"CUSTOMERSOUT":1
"ZIPCODE":"55105","TOTALCUSTOMERS":13391,"CUSTOMERSOUT":1
"ZIPCODE":"55106","TOTALCUSTOMERS":20751,"CUSTOMERSOUT":3
"ZIPCODE":"55112","TOTALCUSTOMERS":20832,"CUSTOMERSOUT":10
"ZIPCODE":"55113","TOTALCUSTOMERS":21239,"CUSTOMERSOUT":2
"ZIPCODE":"55116","TOTALCUSTOMERS":12717,"CUSTOMERSOUT":2
"ZIPCODE":"55117","TOTALCUSTOMERS":18507,"CUSTOMERSOUT":2
"ZIPCODE":"55118","TOTALCUSTOMERS":14945,"CUSTOMERSOUT":1
"ZIPCODE":"55119","TOTALCUSTOMERS":16919,"CUSTOMERSOUT":3
"ZIPCODE":"55128","TOTALCUSTOMERS":13235,"CUSTOMERSOUT":1
"ZIPCODE":"55129","TOTALCUSTOMERS":13809,"CUSTOMERSOUT":3
"ZIPCODE":"55317","TOTALCUSTOMERS":7521,"CUSTOMERSOUT":1
"ZIPCODE":"55362","TOTALCUSTOMERS":6732,"CUSTOMERSOUT":1
"ZIPCODE":"55406","TOTALCUSTOMERS":17876,"CUSTOMERSOUT":1
"ZIPCODE":"55413","TOTALCUSTOMERS":8397,"CUSTOMERSOUT":1
"ZIPCODE":"55418","TOTALCUSTOMERS":15560,"CUSTOMERSOUT":1
"ZIPCODE":"55422","TOTALCUSTOMERS":13795,"CUSTOMERSOUT":1
"ZIPCODE":"55423","TOTALCUSTOMERS":18123,"CUSTOMERSOUT":1
"ZIPCODE":"55435","TOTALCUSTOMERS":8452,"CUSTOMERSOUT":9
"ZIPCODE":"55441","TOTALCUSTOMERS":9730,"CUSTOMERSOUT":2
"ZIPCODE":"55447","TOTALCUSTOMERS":10208,"CUSTOMERSOUT":1
"ZIPCODE":"56140","TOTALCUSTOMERS":55,"CUSTOMERSOUT":1
"ZIPCODE":"56379","TOTALCUSTOMERS":6559,"CUSTOMERSOUT":1
"ZIPCODE":"79019","TOTALCUSTOMERS":1103,"CUSTOMERSOUT":2
"ZIPCODE":"79068","TOTALCUSTOMERS":2157,"CUSTOMERSOUT":1
"ZIPCODE":"79118","TOTALCUSTOMERS":14373,"CUSTOMERSOUT":1
"ZIPCODE":"79311","TOTALCUSTOMERS":1542,"CUSTOMERSOUT":1
"ZIPCODE":"54001","TOTALCUSTOMERS":2809,"CUSTOMERSOUT":11
"ZIPCODE":"54017","TOTALCUSTOMERS":1667,"CUSTOMERSOUT":2
"ZIPCODE":"54725","TOTALCUSTOMERS":604,"CUSTOMERSOUT":1
"ZIPCODE":"80015","TOTALCUSTOMERS":12741,"CUSTOMERSOUT":1
"ZIPCODE":"80111","TOTALCUSTOMERS":15379,"CUSTOMERSOUT":1
"ZIPCODE":"80125","TOTALCUSTOMERS":5619,"CUSTOMERSOUT":98
"ZIPCODE":"80204","TOTALCUSTOMERS":18822,"CUSTOMERSOUT":1
"ZIPCODE":"80206","TOTALCUSTOMERS":14666,"CUSTOMERSOUT":31
"ZIPCODE":"80465","TOTALCUSTOMERS":4487,"CUSTOMERSOUT":1
"ZIPCODE":"81201","TOTALCUSTOMERS":6139,"CUSTOMERSOUT":1
"ZIPCODE":"81623","TOTALCUSTOMERS":3612,"CUSTOMERSOUT":1
"ZIPCODE":"88130","TOTALCUSTOMERS":6343,"CUSTOMERSOUT":2
