"ZIPCODE":"55044","TOTALCUSTOMERS":5871,"CUSTOMERSOUT":25
"ZIPCODE":"55118","TOTALCUSTOMERS":14907,"CUSTOMERSOUT":1
"ZIPCODE":"55125","TOTALCUSTOMERS":19252,"CUSTOMERSOUT":19
"ZIPCODE":"55337","TOTALCUSTOMERS":7300,"CUSTOMERSOUT":11
"ZIPCODE":"55344","TOTALCUSTOMERS":9915,"CUSTOMERSOUT":20
"ZIPCODE":"55345","TOTALCUSTOMERS":9629,"CUSTOMERSOUT":4
"ZIPCODE":"55409","TOTALCUSTOMERS":5819,"CUSTOMERSOUT":1
"ZIPCODE":"55411","TOTALCUSTOMERS":10859,"CUSTOMERSOUT":28
"ZIPCODE":"55416","TOTALCUSTOMERS":22009,"CUSTOMERSOUT":0
"ZIPCODE":"55421","TOTALCUSTOMERS":13428,"CUSTOMERSOUT":8
"ZIPCODE":"55441","TOTALCUSTOMERS":9730,"CUSTOMERSOUT":1
"ZIPCODE":"56379","TOTALCUSTOMERS":6564,"CUSTOMERSOUT":1
"ZIPCODE":"58703","TOTALCUSTOMERS":9626,"CUSTOMERSOUT":0
"ZIPCODE":"79045","TOTALCUSTOMERS":7137,"CUSTOMERSOUT":1
"ZIPCODE":"79064","TOTALCUSTOMERS":1256,"CUSTOMERSOUT":1
"ZIPCODE":"79072","TOTALCUSTOMERS":11050,"CUSTOMERSOUT":9
"ZIPCODE":"79118","TOTALCUSTOMERS":14160,"CUSTOMERSOUT":8
"ZIPCODE":"79235","TOTALCUSTOMERS":655,"CUSTOMERSOUT":1
"ZIPCODE":"79336","TOTALCUSTOMERS":7332,"CUSTOMERSOUT":76
"ZIPCODE":"79359","TOTALCUSTOMERS":1763,"CUSTOMERSOUT":3
"ZIPCODE":"79360","TOTALCUSTOMERS":8067,"CUSTOMERSOUT":1
"ZIPCODE":"79373","TOTALCUSTOMERS":1479,"CUSTOMERSOUT":7
"ZIPCODE":"54547","TOTALCUSTOMERS":2037,"CUSTOMERSOUT":3
"ZIPCODE":"54729","TOTALCUSTOMERS":15946,"CUSTOMERSOUT":6
"ZIPCODE":"54733","TOTALCUSTOMERS":373,"CUSTOMERSOUT":3
"ZIPCODE":"80011","TOTALCUSTOMERS":22834,"CUSTOMERSOUT":99
"ZIPCODE":"80012","TOTALCUSTOMERS":22477,"CUSTOMERSOUT":9
"ZIPCODE":"80026","TOTALCUSTOMERS":15709,"CUSTOMERSOUT":1
"ZIPCODE":"80123","TOTALCUSTOMERS":22142,"CUSTOMERSOUT":6
"ZIPCODE":"80125","TOTALCUSTOMERS":5452,"CUSTOMERSOUT":1
"ZIPCODE":"80127","TOTALCUSTOMERS":16528,"CUSTOMERSOUT":1
"ZIPCODE":"80128","TOTALCUSTOMERS":15530,"CUSTOMERSOUT":9
"ZIPCODE":"80220","TOTALCUSTOMERS":17803,"CUSTOMERSOUT":1
"ZIPCODE":"80221","TOTALCUSTOMERS":16747,"CUSTOMERSOUT":17
"ZIPCODE":"80226","TOTALCUSTOMERS":15172,"CUSTOMERSOUT":6
"ZIPCODE":"80239","TOTALCUSTOMERS":15458,"CUSTOMERSOUT":1
"ZIPCODE":"80302","TOTALCUSTOMERS":13122,"CUSTOMERSOUT":162
"ZIPCODE":"80304","TOTALCUSTOMERS":13199,"CUSTOMERSOUT":30
"ZIPCODE":"80401","TOTALCUSTOMERS":20821,"CUSTOMERSOUT":11
"ZIPCODE":"80424","TOTALCUSTOMERS":13377,"CUSTOMERSOUT":2
"ZIPCODE":"80439","TOTALCUSTOMERS":9840,"CUSTOMERSOUT":178
"ZIPCODE":"80440","TOTALCUSTOMERS":2154,"CUSTOMERSOUT":1
"ZIPCODE":"80466","TOTALCUSTOMERS":1874,"CUSTOMERSOUT":13
"ZIPCODE":"80538","TOTALCUSTOMERS":1981,"CUSTOMERSOUT":1
"ZIPCODE":"80631","TOTALCUSTOMERS":20886,"CUSTOMERSOUT":14
"ZIPCODE":"80634","TOTALCUSTOMERS":26965,"CUSTOMERSOUT":252
"ZIPCODE":"81201","TOTALCUSTOMERS":6086,"CUSTOMERSOUT":15
"ZIPCODE":"81503","TOTALCUSTOMERS":7774,"CUSTOMERSOUT":1
"ZIPCODE":"79325","TOTALCUSTOMERS":947,"CUSTOMERSOUT":1
