"ZIPCODE":"80126","TOTALCUSTOMERS":17027,"CUSTOMERSOUT":56
"ZIPCODE":"80127","TOTALCUSTOMERS":16511,"CUSTOMERSOUT":1
"ZIPCODE":"80129","TOTALCUSTOMERS":12320,"CUSTOMERSOUT":1
"ZIPCODE":"80216","TOTALCUSTOMERS":10237,"CUSTOMERSOUT":1
"ZIPCODE":"80241","TOTALCUSTOMERS":13679,"CUSTOMERSOUT":1
"ZIPCODE":"80260","TOTALCUSTOMERS":13576,"CUSTOMERSOUT":0
"ZIPCODE":"80304","TOTALCUSTOMERS":13205,"CUSTOMERSOUT":10
"ZIPCODE":"80401","TOTALCUSTOMERS":20674,"CUSTOMERSOUT":8
"ZIPCODE":"80439","TOTALCUSTOMERS":9835,"CUSTOMERSOUT":117
"ZIPCODE":"88240","TOTALCUSTOMERS":21160,"CUSTOMERSOUT":2
"ZIPCODE":"55014","TOTALCUSTOMERS":7348,"CUSTOMERSOUT":5
"ZIPCODE":"55016","TOTALCUSTOMERS":15598,"CUSTOMERSOUT":5
"ZIPCODE":"55055","TOTALCUSTOMERS":2228,"CUSTOMERSOUT":7
"ZIPCODE":"55107","TOTALCUSTOMERS":6737,"CUSTOMERSOUT":7
"ZIPCODE":"55121","TOTALCUSTOMERS":4164,"CUSTOMERSOUT":34
"ZIPCODE":"55345","TOTALCUSTOMERS":9613,"CUSTOMERSOUT":1
"ZIPCODE":"55347","TOTALCUSTOMERS":11172,"CUSTOMERSOUT":1
"ZIPCODE":"55357","TOTALCUSTOMERS":945,"CUSTOMERSOUT":1
"ZIPCODE":"55429","TOTALCUSTOMERS":11329,"CUSTOMERSOUT":1
"ZIPCODE":"55944","TOTALCUSTOMERS":182,"CUSTOMERSOUT":1
"ZIPCODE":"79241","TOTALCUSTOMERS":1227,"CUSTOMERSOUT":12
"ZIPCODE":"79357","TOTALCUSTOMERS":1198,"CUSTOMERSOUT":1
"ZIPCODE":"54011","TOTALCUSTOMERS":1413,"CUSTOMERSOUT":1
"ZIPCODE":"54610","TOTALCUSTOMERS":655,"CUSTOMERSOUT":6
"ZIPCODE":"80020","TOTALCUSTOMERS":25419,"CUSTOMERSOUT":1
