"ZIPCODE":"80002","TOTALCUSTOMERS":11275,"CUSTOMERSOUT":6
"ZIPCODE":"80003","TOTALCUSTOMERS":15658,"CUSTOMERSOUT":32
"ZIPCODE":"80004","TOTALCUSTOMERS":15388,"CUSTOMERSOUT":841
"ZIPCODE":"80005","TOTALCUSTOMERS":11941,"CUSTOMERSOUT":455
"ZIPCODE":"80011","TOTALCUSTOMERS":21913,"CUSTOMERSOUT":2
"ZIPCODE":"80020","TOTALCUSTOMERS":24778,"CUSTOMERSOUT":3
"ZIPCODE":"80021","TOTALCUSTOMERS":18606,"CUSTOMERSOUT":1
"ZIPCODE":"80022","TOTALCUSTOMERS":10721,"CUSTOMERSOUT":7
"ZIPCODE":"80030","TOTALCUSTOMERS":6811,"CUSTOMERSOUT":47
"ZIPCODE":"80031","TOTALCUSTOMERS":15779,"CUSTOMERSOUT":39
"ZIPCODE":"80033","TOTALCUSTOMERS":15096,"CUSTOMERSOUT":63
"ZIPCODE":"80113","TOTALCUSTOMERS":11793,"CUSTOMERSOUT":16
"ZIPCODE":"80120","TOTALCUSTOMERS":14782,"CUSTOMERSOUT":491
"ZIPCODE":"80123","TOTALCUSTOMERS":22130,"CUSTOMERSOUT":1
"ZIPCODE":"80128","TOTALCUSTOMERS":15459,"CUSTOMERSOUT":421
"ZIPCODE":"80134","TOTALCUSTOMERS":5434,"CUSTOMERSOUT":2
"ZIPCODE":"80203","TOTALCUSTOMERS":13886,"CUSTOMERSOUT":2
"ZIPCODE":"80204","TOTALCUSTOMERS":17862,"CUSTOMERSOUT":175
"ZIPCODE":"80207","TOTALCUSTOMERS":9276,"CUSTOMERSOUT":0
"ZIPCODE":"80209","TOTALCUSTOMERS":14813,"CUSTOMERSOUT":1
"ZIPCODE":"80210","TOTALCUSTOMERS":18989,"CUSTOMERSOUT":1
"ZIPCODE":"80211","TOTALCUSTOMERS":20235,"CUSTOMERSOUT":16
"ZIPCODE":"80214","TOTALCUSTOMERS":14524,"CUSTOMERSOUT":67
"ZIPCODE":"80215","TOTALCUSTOMERS":10437,"CUSTOMERSOUT":81
"ZIPCODE":"80216","TOTALCUSTOMERS":9489,"CUSTOMERSOUT":71
"ZIPCODE":"80218","TOTALCUSTOMERS":12163,"CUSTOMERSOUT":963
"ZIPCODE":"80219","TOTALCUSTOMERS":21042,"CUSTOMERSOUT":71
"ZIPCODE":"80220","TOTALCUSTOMERS":17828,"CUSTOMERSOUT":1
"ZIPCODE":"80221","TOTALCUSTOMERS":16723,"CUSTOMERSOUT":441
"ZIPCODE":"80222","TOTALCUSTOMERS":12470,"CUSTOMERSOUT":220
"ZIPCODE":"80223","TOTALCUSTOMERS":10874,"CUSTOMERSOUT":35
"ZIPCODE":"80226","TOTALCUSTOMERS":15178,"CUSTOMERSOUT":174
"ZIPCODE":"80228","TOTALCUSTOMERS":16806,"CUSTOMERSOUT":7
"ZIPCODE":"80229","TOTALCUSTOMERS":21171,"CUSTOMERSOUT":1
"ZIPCODE":"80232","TOTALCUSTOMERS":9953,"CUSTOMERSOUT":9
"ZIPCODE":"80234","TOTALCUSTOMERS":13763,"CUSTOMERSOUT":1
"ZIPCODE":"80235","TOTALCUSTOMERS":4290,"CUSTOMERSOUT":419
"ZIPCODE":"80246","TOTALCUSTOMERS":8203,"CUSTOMERSOUT":69
"ZIPCODE":"80260","TOTALCUSTOMERS":13562,"CUSTOMERSOUT":1
"ZIPCODE":"80301","TOTALCUSTOMERS":15281,"CUSTOMERSOUT":167
"ZIPCODE":"80305","TOTALCUSTOMERS":7629,"CUSTOMERSOUT":1
"ZIPCODE":"80401","TOTALCUSTOMERS":20663,"CUSTOMERSOUT":37
"ZIPCODE":"80403","TOTALCUSTOMERS":7583,"CUSTOMERSOUT":2
"ZIPCODE":"80465","TOTALCUSTOMERS":4091,"CUSTOMERSOUT":2
"ZIPCODE":"80503","TOTALCUSTOMERS":2794,"CUSTOMERSOUT":143
"ZIPCODE":"80516","TOTALCUSTOMERS":6106,"CUSTOMERSOUT":1
"ZIPCODE":"80521","TOTALCUSTOMERS":1535,"CUSTOMERSOUT":531
"ZIPCODE":"80524","TOTALCUSTOMERS":2520,"CUSTOMERSOUT":39
"ZIPCODE":"80723","TOTALCUSTOMERS":2949,"CUSTOMERSOUT":166
"ZIPCODE":"80750","TOTALCUSTOMERS":94,"CUSTOMERSOUT":93
"ZIPCODE":"88201","TOTALCUSTOMERS":13082,"CUSTOMERSOUT":1
"ZIPCODE":"88203","TOTALCUSTOMERS":12981,"CUSTOMERSOUT":2
"ZIPCODE":"88240","TOTALCUSTOMERS":21047,"CUSTOMERSOUT":33
"ZIPCODE":"88252","TOTALCUSTOMERS":2767,"CUSTOMERSOUT":1
"ZIPCODE":"55337","TOTALCUSTOMERS":7286,"CUSTOMERSOUT":21
"ZIPCODE":"56381","TOTALCUSTOMERS":1143,"CUSTOMERSOUT":4
"ZIPCODE":"79052","TOTALCUSTOMERS":579,"CUSTOMERSOUT":1
"ZIPCODE":"79347","TOTALCUSTOMERS":2629,"CUSTOMERSOUT":1
