"ZIPCODE":"55104","TOTALCUSTOMERS":20710,"CUSTOMERSOUT":62
"ZIPCODE":"55116","TOTALCUSTOMERS":12701,"CUSTOMERSOUT":1
"ZIPCODE":"55119","TOTALCUSTOMERS":16911,"CUSTOMERSOUT":147
"ZIPCODE":"55345","TOTALCUSTOMERS":9628,"CUSTOMERSOUT":1
"ZIPCODE":"55411","TOTALCUSTOMERS":10861,"CUSTOMERSOUT":12
"ZIPCODE":"55416","TOTALCUSTOMERS":21973,"CUSTOMERSOUT":2
"ZIPCODE":"55441","TOTALCUSTOMERS":9731,"CUSTOMERSOUT":1
"ZIPCODE":"55987","TOTALCUSTOMERS":14553,"CUSTOMERSOUT":1
"ZIPCODE":"56001","TOTALCUSTOMERS":20647,"CUSTOMERSOUT":19
"ZIPCODE":"58103","TOTALCUSTOMERS":23129,"CUSTOMERSOUT":36
"ZIPCODE":"79045","TOTALCUSTOMERS":7135,"CUSTOMERSOUT":61
"ZIPCODE":"79052","TOTALCUSTOMERS":578,"CUSTOMERSOUT":1
"ZIPCODE":"79088","TOTALCUSTOMERS":40,"CUSTOMERSOUT":2
"ZIPCODE":"79101","TOTALCUSTOMERS":2166,"CUSTOMERSOUT":4
"ZIPCODE":"79102","TOTALCUSTOMERS":4794,"CUSTOMERSOUT":43
"ZIPCODE":"79103","TOTALCUSTOMERS":4248,"CUSTOMERSOUT":154
"ZIPCODE":"79118","TOTALCUSTOMERS":14158,"CUSTOMERSOUT":1
"ZIPCODE":"79311","TOTALCUSTOMERS":1537,"CUSTOMERSOUT":10
"ZIPCODE":"79336","TOTALCUSTOMERS":7333,"CUSTOMERSOUT":2405
"ZIPCODE":"79338","TOTALCUSTOMERS":5,"CUSTOMERSOUT":3
"ZIPCODE":"79373","TOTALCUSTOMERS":1479,"CUSTOMERSOUT":7
"ZIPCODE":"79424","TOTALCUSTOMERS":6,"CUSTOMERSOUT":2
"ZIPCODE":null,"TOTALCUSTOMERS":null,"CUSTOMERSOUT":3
"ZIPCODE":"54656","TOTALCUSTOMERS":7677,"CUSTOMERSOUT":2
"ZIPCODE":"54739","TOTALCUSTOMERS":948,"CUSTOMERSOUT":1
"ZIPCODE":"54751","TOTALCUSTOMERS":9764,"CUSTOMERSOUT":1
"ZIPCODE":"80033","TOTALCUSTOMERS":15220,"CUSTOMERSOUT":2
"ZIPCODE":"80121","TOTALCUSTOMERS":7638,"CUSTOMERSOUT":1
"ZIPCODE":"80204","TOTALCUSTOMERS":18539,"CUSTOMERSOUT":7
"ZIPCODE":"80210","TOTALCUSTOMERS":18999,"CUSTOMERSOUT":4
"ZIPCODE":"80211","TOTALCUSTOMERS":20524,"CUSTOMERSOUT":650
"ZIPCODE":"80212","TOTALCUSTOMERS":10407,"CUSTOMERSOUT":2954
"ZIPCODE":"80218","TOTALCUSTOMERS":12231,"CUSTOMERSOUT":2
"ZIPCODE":"80227","TOTALCUSTOMERS":17523,"CUSTOMERSOUT":23
"ZIPCODE":"80631","TOTALCUSTOMERS":20887,"CUSTOMERSOUT":1
"ZIPCODE":"88130","TOTALCUSTOMERS":6310,"CUSTOMERSOUT":4
