"ZIPCODE":"55416","TOTALCUSTOMERS":22204,"CUSTOMERSOUT":66
"ZIPCODE":"55417","TOTALCUSTOMERS":12460,"CUSTOMERSOUT":1
"ZIPCODE":"55419","TOTALCUSTOMERS":12434,"CUSTOMERSOUT":1
"ZIPCODE":"55441","TOTALCUSTOMERS":9748,"CUSTOMERSOUT":4
"ZIPCODE":"55447","TOTALCUSTOMERS":10240,"CUSTOMERSOUT":53
"ZIPCODE":"58102","TOTALCUSTOMERS":17612,"CUSTOMERSOUT":9
"ZIPCODE":"57055","TOTALCUSTOMERS":371,"CUSTOMERSOUT":1
"ZIPCODE":"79007","TOTALCUSTOMERS":8158,"CUSTOMERSOUT":41
"ZIPCODE":"79015","TOTALCUSTOMERS":12676,"CUSTOMERSOUT":1
"ZIPCODE":"79045","TOTALCUSTOMERS":7154,"CUSTOMERSOUT":1
"ZIPCODE":"79108","TOTALCUSTOMERS":6516,"CUSTOMERSOUT":1
"ZIPCODE":"79323","TOTALCUSTOMERS":3796,"CUSTOMERSOUT":144
"ZIPCODE":"79339","TOTALCUSTOMERS":2980,"CUSTOMERSOUT":1
"ZIPCODE":"79360","TOTALCUSTOMERS":8293,"CUSTOMERSOUT":6
"ZIPCODE":"54545","TOTALCUSTOMERS":1612,"CUSTOMERSOUT":9
"ZIPCODE":"54603","TOTALCUSTOMERS":8414,"CUSTOMERSOUT":2
"ZIPCODE":"54650","TOTALCUSTOMERS":7941,"CUSTOMERSOUT":7
"ZIPCODE":"80018","TOTALCUSTOMERS":9444,"CUSTOMERSOUT":14
"ZIPCODE":"80210","TOTALCUSTOMERS":19156,"CUSTOMERSOUT":21
"ZIPCODE":"80211","TOTALCUSTOMERS":20724,"CUSTOMERSOUT":11
"ZIPCODE":"80214","TOTALCUSTOMERS":14540,"CUSTOMERSOUT":6
"ZIPCODE":"80221","TOTALCUSTOMERS":16852,"CUSTOMERSOUT":91
"ZIPCODE":"80230","TOTALCUSTOMERS":5158,"CUSTOMERSOUT":1
"ZIPCODE":"80246","TOTALCUSTOMERS":8240,"CUSTOMERSOUT":23
"ZIPCODE":"80303","TOTALCUSTOMERS":11886,"CUSTOMERSOUT":1
"ZIPCODE":"80631","TOTALCUSTOMERS":20884,"CUSTOMERSOUT":1
"ZIPCODE":"81125","TOTALCUSTOMERS":254,"CUSTOMERSOUT":2
"ZIPCODE":"88220","TOTALCUSTOMERS":22360,"CUSTOMERSOUT":2
"ZIPCODE":"88240","TOTALCUSTOMERS":21367,"CUSTOMERSOUT":4
"ZIPCODE":"88241","TOTALCUSTOMERS":131,"CUSTOMERSOUT":3
"ZIPCODE":"49938","TOTALCUSTOMERS":5013,"CUSTOMERSOUT":1
"ZIPCODE":"55025","TOTALCUSTOMERS":7591,"CUSTOMERSOUT":7
"ZIPCODE":"55045","TOTALCUSTOMERS":3198,"CUSTOMERSOUT":3
"ZIPCODE":"55054","TOTALCUSTOMERS":976,"CUSTOMERSOUT":2
"ZIPCODE":"55103","TOTALCUSTOMERS":5344,"CUSTOMERSOUT":1
"ZIPCODE":"55104","TOTALCUSTOMERS":20936,"CUSTOMERSOUT":1
"ZIPCODE":"55110","TOTALCUSTOMERS":17017,"CUSTOMERSOUT":8
"ZIPCODE":"55112","TOTALCUSTOMERS":20866,"CUSTOMERSOUT":26
"ZIPCODE":"55125","TOTALCUSTOMERS":19296,"CUSTOMERSOUT":13
"ZIPCODE":"55128","TOTALCUSTOMERS":13323,"CUSTOMERSOUT":1
"ZIPCODE":"55369","TOTALCUSTOMERS":14997,"CUSTOMERSOUT":1
"ZIPCODE":"88242","TOTALCUSTOMERS":3689,"CUSTOMERSOUT":1
"ZIPCODE":"88260","TOTALCUSTOMERS":47,"CUSTOMERSOUT":0
"ZIPCODE":"55372","TOTALCUSTOMERS":4370,"CUSTOMERSOUT":1
"ZIPCODE":"55379","TOTALCUSTOMERS":371,"CUSTOMERSOUT":23
"ZIPCODE":"55387","TOTALCUSTOMERS":5829,"CUSTOMERSOUT":1
"ZIPCODE":"55410","TOTALCUSTOMERS":10140,"CUSTOMERSOUT":0
