"ZIPCODE":"55119","TOTALCUSTOMERS":16622,"CUSTOMERSOUT":16
"ZIPCODE":"55127","TOTALCUSTOMERS":5276,"CUSTOMERSOUT":1
"ZIPCODE":"55363","TOTALCUSTOMERS":1841,"CUSTOMERSOUT":1
"ZIPCODE":"55376","TOTALCUSTOMERS":7161,"CUSTOMERSOUT":1
"ZIPCODE":"55403","TOTALCUSTOMERS":11289,"CUSTOMERSOUT":1
"ZIPCODE":"55410","TOTALCUSTOMERS":9908,"CUSTOMERSOUT":1
"ZIPCODE":"55414","TOTALCUSTOMERS":16928,"CUSTOMERSOUT":1
"ZIPCODE":"55430","TOTALCUSTOMERS":9142,"CUSTOMERSOUT":1
"ZIPCODE":"55436","TOTALCUSTOMERS":6607,"CUSTOMERSOUT":2
"ZIPCODE":"56281","TOTALCUSTOMERS":303,"CUSTOMERSOUT":2
"ZIPCODE":"58203","TOTALCUSTOMERS":7639,"CUSTOMERSOUT":1
"ZIPCODE":"79107","TOTALCUSTOMERS":12862,"CUSTOMERSOUT":1
"ZIPCODE":"54025","TOTALCUSTOMERS":2463,"CUSTOMERSOUT":9
"ZIPCODE":"54601","TOTALCUSTOMERS":22835,"CUSTOMERSOUT":2
"ZIPCODE":"54611","TOTALCUSTOMERS":407,"CUSTOMERSOUT":2
"ZIPCODE":"80003","TOTALCUSTOMERS":15650,"CUSTOMERSOUT":37
"ZIPCODE":"80204","TOTALCUSTOMERS":17848,"CUSTOMERSOUT":12
"ZIPCODE":"80209","TOTALCUSTOMERS":14800,"CUSTOMERSOUT":1
"ZIPCODE":"80216","TOTALCUSTOMERS":9493,"CUSTOMERSOUT":2
"ZIPCODE":"80221","TOTALCUSTOMERS":16701,"CUSTOMERSOUT":1
"ZIPCODE":"80238","TOTALCUSTOMERS":12948,"CUSTOMERSOUT":1
"ZIPCODE":"80403","TOTALCUSTOMERS":7582,"CUSTOMERSOUT":1
"ZIPCODE":"80615","TOTALCUSTOMERS":3971,"CUSTOMERSOUT":8
"ZIPCODE":"80644","TOTALCUSTOMERS":1004,"CUSTOMERSOUT":1
"ZIPCODE":"55014","TOTALCUSTOMERS":7375,"CUSTOMERSOUT":4
"ZIPCODE":"55021","TOTALCUSTOMERS":11088,"CUSTOMERSOUT":1
"ZIPCODE":"55044","TOTALCUSTOMERS":5711,"CUSTOMERSOUT":1
"ZIPCODE":"55068","TOTALCUSTOMERS":7702,"CUSTOMERSOUT":1
