"ZIPCODE":"55331","TOTALCUSTOMERS":9368,"CUSTOMERSOUT":6
"ZIPCODE":"56028","TOTALCUSTOMERS":593,"CUSTOMERSOUT":1
"ZIPCODE":"79109","TOTALCUSTOMERS":22307,"CUSTOMERSOUT":1
"ZIPCODE":"79110","TOTALCUSTOMERS":8761,"CUSTOMERSOUT":1
"ZIPCODE":"79118","TOTALCUSTOMERS":13960,"CUSTOMERSOUT":1
"ZIPCODE":"79336","TOTALCUSTOMERS":7335,"CUSTOMERSOUT":1
"ZIPCODE":"80002","TOTALCUSTOMERS":11548,"CUSTOMERSOUT":1
"ZIPCODE":"80010","TOTALCUSTOMERS":15514,"CUSTOMERSOUT":1
"ZIPCODE":"80020","TOTALCUSTOMERS":25330,"CUSTOMERSOUT":1
"ZIPCODE":"80207","TOTALCUSTOMERS":9304,"CUSTOMERSOUT":11
"ZIPCODE":"80238","TOTALCUSTOMERS":13096,"CUSTOMERSOUT":1
"ZIPCODE":"80302","TOTALCUSTOMERS":13114,"CUSTOMERSOUT":1
"ZIPCODE":"80403","TOTALCUSTOMERS":7595,"CUSTOMERSOUT":1
"ZIPCODE":"80436","TOTALCUSTOMERS":290,"CUSTOMERSOUT":7
"ZIPCODE":"80452","TOTALCUSTOMERS":2229,"CUSTOMERSOUT":60
"ZIPCODE":"80550","TOTALCUSTOMERS":9765,"CUSTOMERSOUT":1
"ZIPCODE":"88101","TOTALCUSTOMERS":19540,"CUSTOMERSOUT":1
"ZIPCODE":"88201","TOTALCUSTOMERS":13111,"CUSTOMERSOUT":1
"ZIPCODE":"88220","TOTALCUSTOMERS":21836,"CUSTOMERSOUT":1
"ZIPCODE":"88240","TOTALCUSTOMERS":21125,"CUSTOMERSOUT":1
