"ZIPCODE":"55075","TOTALCUSTOMERS":9734,"CUSTOMERSOUT":26
"ZIPCODE":"55121","TOTALCUSTOMERS":4204,"CUSTOMERSOUT":2
"ZIPCODE":"55305","TOTALCUSTOMERS":12406,"CUSTOMERSOUT":8
"ZIPCODE":"55410","TOTALCUSTOMERS":10178,"CUSTOMERSOUT":1
"ZIPCODE":"55419","TOTALCUSTOMERS":12451,"CUSTOMERSOUT":1
"ZIPCODE":"55420","TOTALCUSTOMERS":10979,"CUSTOMERSOUT":2
"ZIPCODE":"55430","TOTALCUSTOMERS":9294,"CUSTOMERSOUT":34
"ZIPCODE":"55436","TOTALCUSTOMERS":6683,"CUSTOMERSOUT":1
"ZIPCODE":"55987","TOTALCUSTOMERS":14720,"CUSTOMERSOUT":1
"ZIPCODE":"56003","TOTALCUSTOMERS":3567,"CUSTOMERSOUT":22
"ZIPCODE":"56130","TOTALCUSTOMERS":1,"CUSTOMERSOUT":1
"ZIPCODE":"56139","TOTALCUSTOMERS":170,"CUSTOMERSOUT":22
"ZIPCODE":"56164","TOTALCUSTOMERS":2441,"CUSTOMERSOUT":2
"ZIPCODE":"56170","TOTALCUSTOMERS":242,"CUSTOMERSOUT":242
"ZIPCODE":"56178","TOTALCUSTOMERS":29,"CUSTOMERSOUT":29
"ZIPCODE":"56310","TOTALCUSTOMERS":1752,"CUSTOMERSOUT":1
"ZIPCODE":"80010","TOTALCUSTOMERS":15539,"CUSTOMERSOUT":1
"ZIPCODE":"80461","TOTALCUSTOMERS":4470,"CUSTOMERSOUT":170
"ZIPCODE":"80535","TOTALCUSTOMERS":1133,"CUSTOMERSOUT":2
