"ZIPCODE":"55116","TOTALCUSTOMERS":12462,"CUSTOMERSOUT":66
"ZIPCODE":"55121","TOTALCUSTOMERS":3929,"CUSTOMERSOUT":659
"ZIPCODE":"55021","TOTALCUSTOMERS":11036,"CUSTOMERSOUT":8
"ZIPCODE":"55024","TOTALCUSTOMERS":5703,"CUSTOMERSOUT":10
"ZIPCODE":"55082","TOTALCUSTOMERS":16618,"CUSTOMERSOUT":1
"ZIPCODE":"55104","TOTALCUSTOMERS":20234,"CUSTOMERSOUT":1
"ZIPCODE":"55122","TOTALCUSTOMERS":2662,"CUSTOMERSOUT":564
"ZIPCODE":"55327","TOTALCUSTOMERS":517,"CUSTOMERSOUT":1
"ZIPCODE":"55343","TOTALCUSTOMERS":14128,"CUSTOMERSOUT":1
"ZIPCODE":"55417","TOTALCUSTOMERS":12137,"CUSTOMERSOUT":2
"ZIPCODE":"55421","TOTALCUSTOMERS":13295,"CUSTOMERSOUT":2
"ZIPCODE":"56011","TOTALCUSTOMERS":3336,"CUSTOMERSOUT":1
"ZIPCODE":"79323","TOTALCUSTOMERS":3785,"CUSTOMERSOUT":1
"ZIPCODE":"54601","TOTALCUSTOMERS":22727,"CUSTOMERSOUT":1
"ZIPCODE":"80303","TOTALCUSTOMERS":11454,"CUSTOMERSOUT":1
"ZIPCODE":"80305","TOTALCUSTOMERS":7586,"CUSTOMERSOUT":247
"ZIPCODE":"80623","TOTALCUSTOMERS":444,"CUSTOMERSOUT":41
"ZIPCODE":"81136","TOTALCUSTOMERS":109,"CUSTOMERSOUT":1
"ZIPCODE":"88231","TOTALCUSTOMERS":3388,"CUSTOMERSOUT":1
