"ZIPCODE":"55105","TOTALCUSTOMERS":13401,"CUSTOMERSOUT":18
"ZIPCODE":"55113","TOTALCUSTOMERS":21257,"CUSTOMERSOUT":1
"ZIPCODE":"55116","TOTALCUSTOMERS":12764,"CUSTOMERSOUT":5
"ZIPCODE":"55117","TOTALCUSTOMERS":18486,"CUSTOMERSOUT":1
"ZIPCODE":"55125","TOTALCUSTOMERS":19265,"CUSTOMERSOUT":1
"ZIPCODE":"55405","TOTALCUSTOMERS":9395,"CUSTOMERSOUT":1
"ZIPCODE":"55412","TOTALCUSTOMERS":9289,"CUSTOMERSOUT":2
"ZIPCODE":"55417","TOTALCUSTOMERS":12387,"CUSTOMERSOUT":16
"ZIPCODE":"55418","TOTALCUSTOMERS":15551,"CUSTOMERSOUT":14
"ZIPCODE":"55421","TOTALCUSTOMERS":13445,"CUSTOMERSOUT":0
"ZIPCODE":"55424","TOTALCUSTOMERS":4350,"CUSTOMERSOUT":121
"ZIPCODE":"55441","TOTALCUSTOMERS":9735,"CUSTOMERSOUT":3
"ZIPCODE":"56122","TOTALCUSTOMERS":181,"CUSTOMERSOUT":1
"ZIPCODE":"56303","TOTALCUSTOMERS":9899,"CUSTOMERSOUT":8
"ZIPCODE":"57064","TOTALCUSTOMERS":1390,"CUSTOMERSOUT":1
"ZIPCODE":"79108","TOTALCUSTOMERS":6515,"CUSTOMERSOUT":1
"ZIPCODE":"79364","TOTALCUSTOMERS":3209,"CUSTOMERSOUT":1
"ZIPCODE":"54547","TOTALCUSTOMERS":2047,"CUSTOMERSOUT":3
"ZIPCODE":"54601","TOTALCUSTOMERS":22935,"CUSTOMERSOUT":6
"ZIPCODE":"80220","TOTALCUSTOMERS":17837,"CUSTOMERSOUT":2
"ZIPCODE":"80228","TOTALCUSTOMERS":16842,"CUSTOMERSOUT":1
"ZIPCODE":"80439","TOTALCUSTOMERS":9852,"CUSTOMERSOUT":2
"ZIPCODE":"81144","TOTALCUSTOMERS":3363,"CUSTOMERSOUT":1
"ZIPCODE":"81201","TOTALCUSTOMERS":6177,"CUSTOMERSOUT":1
"ZIPCODE":"81242","TOTALCUSTOMERS":931,"CUSTOMERSOUT":1
