"ZIPCODE":"55337","TOTALCUSTOMERS":7277,"CUSTOMERSOUT":87
"ZIPCODE":"55359","TOTALCUSTOMERS":1757,"CUSTOMERSOUT":3
"ZIPCODE":"55409","TOTALCUSTOMERS":5730,"CUSTOMERSOUT":1
"ZIPCODE":"55424","TOTALCUSTOMERS":4074,"CUSTOMERSOUT":7
"ZIPCODE":"55427","TOTALCUSTOMERS":11702,"CUSTOMERSOUT":1
"ZIPCODE":"55432","TOTALCUSTOMERS":15654,"CUSTOMERSOUT":84
"ZIPCODE":"55434","TOTALCUSTOMERS":827,"CUSTOMERSOUT":4
"ZIPCODE":"56265","TOTALCUSTOMERS":3374,"CUSTOMERSOUT":156
"ZIPCODE":"58102","TOTALCUSTOMERS":17463,"CUSTOMERSOUT":36
"ZIPCODE":"58251","TOTALCUSTOMERS":785,"CUSTOMERSOUT":14
"ZIPCODE":"57104","TOTALCUSTOMERS":12620,"CUSTOMERSOUT":18
"ZIPCODE":"79036","TOTALCUSTOMERS":2843,"CUSTOMERSOUT":5
"ZIPCODE":"79072","TOTALCUSTOMERS":11007,"CUSTOMERSOUT":1
"ZIPCODE":"79109","TOTALCUSTOMERS":22323,"CUSTOMERSOUT":26
"ZIPCODE":"54557","TOTALCUSTOMERS":1864,"CUSTOMERSOUT":2
"ZIPCODE":"80011","TOTALCUSTOMERS":21867,"CUSTOMERSOUT":18
"ZIPCODE":"80019","TOTALCUSTOMERS":3193,"CUSTOMERSOUT":1
"ZIPCODE":"80030","TOTALCUSTOMERS":6785,"CUSTOMERSOUT":11
"ZIPCODE":"80033","TOTALCUSTOMERS":14751,"CUSTOMERSOUT":11
"ZIPCODE":"80120","TOTALCUSTOMERS":14730,"CUSTOMERSOUT":1
"ZIPCODE":"80128","TOTALCUSTOMERS":15425,"CUSTOMERSOUT":124
"ZIPCODE":"80215","TOTALCUSTOMERS":10410,"CUSTOMERSOUT":1
"ZIPCODE":"80218","TOTALCUSTOMERS":12076,"CUSTOMERSOUT":1
"ZIPCODE":"80226","TOTALCUSTOMERS":15100,"CUSTOMERSOUT":57
"ZIPCODE":"80227","TOTALCUSTOMERS":17625,"CUSTOMERSOUT":4
"ZIPCODE":"80234","TOTALCUSTOMERS":13729,"CUSTOMERSOUT":13
"ZIPCODE":"80249","TOTALCUSTOMERS":14523,"CUSTOMERSOUT":1
"ZIPCODE":"80401","TOTALCUSTOMERS":20554,"CUSTOMERSOUT":4
"ZIPCODE":"80439","TOTALCUSTOMERS":9787,"CUSTOMERSOUT":35
"ZIPCODE":"80631","TOTALCUSTOMERS":20316,"CUSTOMERSOUT":59
"ZIPCODE":"88203","TOTALCUSTOMERS":12986,"CUSTOMERSOUT":13
"ZIPCODE":"88220","TOTALCUSTOMERS":21543,"CUSTOMERSOUT":7
"ZIPCODE":"88221","TOTALCUSTOMERS":51,"CUSTOMERSOUT":2
"ZIPCODE":"88256","TOTALCUSTOMERS":1591,"CUSTOMERSOUT":2
"ZIPCODE":"88401","TOTALCUSTOMERS":3466,"CUSTOMERSOUT":1
"ZIPCODE":"55066","TOTALCUSTOMERS":9128,"CUSTOMERSOUT":1
"ZIPCODE":"55107","TOTALCUSTOMERS":6704,"CUSTOMERSOUT":1
"ZIPCODE":"55110","TOTALCUSTOMERS":16671,"CUSTOMERSOUT":1
"ZIPCODE":"55112","TOTALCUSTOMERS":20387,"CUSTOMERSOUT":1
