"ZIPCODE":"79106","TOTALCUSTOMERS":14294,"CUSTOMERSOUT":10
"ZIPCODE":"79109","TOTALCUSTOMERS":22382,"CUSTOMERSOUT":1
"ZIPCODE":"79336","TOTALCUSTOMERS":7276,"CUSTOMERSOUT":4
"ZIPCODE":"54552","TOTALCUSTOMERS":1920,"CUSTOMERSOUT":8
"ZIPCODE":"54630","TOTALCUSTOMERS":1257,"CUSTOMERSOUT":4
"ZIPCODE":"80011","TOTALCUSTOMERS":23380,"CUSTOMERSOUT":1
"ZIPCODE":"80017","TOTALCUSTOMERS":15669,"CUSTOMERSOUT":1
"ZIPCODE":"80021","TOTALCUSTOMERS":20010,"CUSTOMERSOUT":2
"ZIPCODE":"80216","TOTALCUSTOMERS":11089,"CUSTOMERSOUT":1
"ZIPCODE":"80236","TOTALCUSTOMERS":6849,"CUSTOMERSOUT":1
"ZIPCODE":"80301","TOTALCUSTOMERS":15320,"CUSTOMERSOUT":2
"ZIPCODE":"80401","TOTALCUSTOMERS":20849,"CUSTOMERSOUT":3
"ZIPCODE":"80403","TOTALCUSTOMERS":7703,"CUSTOMERSOUT":14
"ZIPCODE":"80424","TOTALCUSTOMERS":13509,"CUSTOMERSOUT":1
"ZIPCODE":"80503","TOTALCUSTOMERS":2800,"CUSTOMERSOUT":9
"ZIPCODE":"80634","TOTALCUSTOMERS":27437,"CUSTOMERSOUT":1
"ZIPCODE":"80644","TOTALCUSTOMERS":1012,"CUSTOMERSOUT":1
"ZIPCODE":"55016","TOTALCUSTOMERS":16230,"CUSTOMERSOUT":2
"ZIPCODE":"55047","TOTALCUSTOMERS":1013,"CUSTOMERSOUT":6
"ZIPCODE":"55082","TOTALCUSTOMERS":17002,"CUSTOMERSOUT":1
"ZIPCODE":"55092","TOTALCUSTOMERS":2760,"CUSTOMERSOUT":1
"ZIPCODE":"55101","TOTALCUSTOMERS":5922,"CUSTOMERSOUT":1
"ZIPCODE":"81526","TOTALCUSTOMERS":3141,"CUSTOMERSOUT":1
"ZIPCODE":"55106","TOTALCUSTOMERS":20851,"CUSTOMERSOUT":24
"ZIPCODE":"55107","TOTALCUSTOMERS":7263,"CUSTOMERSOUT":1
"ZIPCODE":"55112","TOTALCUSTOMERS":20878,"CUSTOMERSOUT":1
"ZIPCODE":"55117","TOTALCUSTOMERS":18586,"CUSTOMERSOUT":6
"ZIPCODE":"55118","TOTALCUSTOMERS":14983,"CUSTOMERSOUT":1
"ZIPCODE":"55344","TOTALCUSTOMERS":10175,"CUSTOMERSOUT":4
"ZIPCODE":"55406","TOTALCUSTOMERS":18180,"CUSTOMERSOUT":72
"ZIPCODE":"55410","TOTALCUSTOMERS":10164,"CUSTOMERSOUT":1
"ZIPCODE":"55432","TOTALCUSTOMERS":15900,"CUSTOMERSOUT":11
"ZIPCODE":"55433","TOTALCUSTOMERS":8272,"CUSTOMERSOUT":6
