"ZIPCODE":"55959","TOTALCUSTOMERS":927,"CUSTOMERSOUT":104
"ZIPCODE":"55987","TOTALCUSTOMERS":14547,"CUSTOMERSOUT":3
"ZIPCODE":"56164","TOTALCUSTOMERS":2438,"CUSTOMERSOUT":2
"ZIPCODE":"56175","TOTALCUSTOMERS":1262,"CUSTOMERSOUT":1
"ZIPCODE":"56284","TOTALCUSTOMERS":679,"CUSTOMERSOUT":9
"ZIPCODE":"56334","TOTALCUSTOMERS":2869,"CUSTOMERSOUT":134
"ZIPCODE":"56352","TOTALCUSTOMERS":273,"CUSTOMERSOUT":1
"ZIPCODE":"57013","TOTALCUSTOMERS":1701,"CUSTOMERSOUT":1
"ZIPCODE":"57104","TOTALCUSTOMERS":12821,"CUSTOMERSOUT":1
"ZIPCODE":"79005","TOTALCUSTOMERS":740,"CUSTOMERSOUT":1
"ZIPCODE":"79007","TOTALCUSTOMERS":8196,"CUSTOMERSOUT":8
"ZIPCODE":"79065","TOTALCUSTOMERS":11140,"CUSTOMERSOUT":1
"ZIPCODE":"79101","TOTALCUSTOMERS":2139,"CUSTOMERSOUT":15
"ZIPCODE":"79102","TOTALCUSTOMERS":4685,"CUSTOMERSOUT":189
"ZIPCODE":"79107","TOTALCUSTOMERS":12991,"CUSTOMERSOUT":2
"ZIPCODE":"79108","TOTALCUSTOMERS":6478,"CUSTOMERSOUT":719
"ZIPCODE":"79109","TOTALCUSTOMERS":22274,"CUSTOMERSOUT":261
"ZIPCODE":"79110","TOTALCUSTOMERS":8753,"CUSTOMERSOUT":0
"ZIPCODE":"79124","TOTALCUSTOMERS":5607,"CUSTOMERSOUT":35
"ZIPCODE":"79323","TOTALCUSTOMERS":3814,"CUSTOMERSOUT":1
"ZIPCODE":"79336","TOTALCUSTOMERS":7340,"CUSTOMERSOUT":1
"ZIPCODE":"79373","TOTALCUSTOMERS":1480,"CUSTOMERSOUT":7
"ZIPCODE":"54025","TOTALCUSTOMERS":2528,"CUSTOMERSOUT":3
"ZIPCODE":"54490","TOTALCUSTOMERS":277,"CUSTOMERSOUT":1
"ZIPCODE":"54603","TOTALCUSTOMERS":8293,"CUSTOMERSOUT":1
"ZIPCODE":"54703","TOTALCUSTOMERS":20168,"CUSTOMERSOUT":18
"ZIPCODE":"54766","TOTALCUSTOMERS":289,"CUSTOMERSOUT":1
"ZIPCODE":"54772","TOTALCUSTOMERS":176,"CUSTOMERSOUT":174
"ZIPCODE":"54848","TOTALCUSTOMERS":2598,"CUSTOMERSOUT":1
"ZIPCODE":"80011","TOTALCUSTOMERS":22846,"CUSTOMERSOUT":1
"ZIPCODE":"80026","TOTALCUSTOMERS":15702,"CUSTOMERSOUT":6
"ZIPCODE":"80111","TOTALCUSTOMERS":15289,"CUSTOMERSOUT":1
"ZIPCODE":"80123","TOTALCUSTOMERS":22124,"CUSTOMERSOUT":11
"ZIPCODE":"80215","TOTALCUSTOMERS":10462,"CUSTOMERSOUT":24
"ZIPCODE":"80218","TOTALCUSTOMERS":12233,"CUSTOMERSOUT":1
"ZIPCODE":"80223","TOTALCUSTOMERS":10938,"CUSTOMERSOUT":3
"ZIPCODE":"80302","TOTALCUSTOMERS":13122,"CUSTOMERSOUT":18
"ZIPCODE":"80303","TOTALCUSTOMERS":11773,"CUSTOMERSOUT":35
"ZIPCODE":"80304","TOTALCUSTOMERS":13196,"CUSTOMERSOUT":6
"ZIPCODE":"80305","TOTALCUSTOMERS":7648,"CUSTOMERSOUT":2
