"ZIPCODE":"56320","TOTALCUSTOMERS":3002,"CUSTOMERSOUT":23
"ZIPCODE":"56368","TOTALCUSTOMERS":809,"CUSTOMERSOUT":15
"ZIPCODE":null,"TOTALCUSTOMERS":null,"CUSTOMERSOUT":1
"ZIPCODE":"57104","TOTALCUSTOMERS":13046,"CUSTOMERSOUT":1
"ZIPCODE":"79007","TOTALCUSTOMERS":8151,"CUSTOMERSOUT":1
"ZIPCODE":"79012","TOTALCUSTOMERS":526,"CUSTOMERSOUT":1
"ZIPCODE":"79015","TOTALCUSTOMERS":12678,"CUSTOMERSOUT":1
"ZIPCODE":"79040","TOTALCUSTOMERS":1021,"CUSTOMERSOUT":1
"ZIPCODE":"79045","TOTALCUSTOMERS":7141,"CUSTOMERSOUT":2
"ZIPCODE":"79065","TOTALCUSTOMERS":11128,"CUSTOMERSOUT":3
"ZIPCODE":"79108","TOTALCUSTOMERS":6542,"CUSTOMERSOUT":1
"ZIPCODE":"79109","TOTALCUSTOMERS":22357,"CUSTOMERSOUT":32
"ZIPCODE":"79119","TOTALCUSTOMERS":12889,"CUSTOMERSOUT":1
"ZIPCODE":"79124","TOTALCUSTOMERS":5857,"CUSTOMERSOUT":1
"ZIPCODE":"79323","TOTALCUSTOMERS":3799,"CUSTOMERSOUT":1
"ZIPCODE":"79336","TOTALCUSTOMERS":7272,"CUSTOMERSOUT":2
"ZIPCODE":"54011","TOTALCUSTOMERS":1417,"CUSTOMERSOUT":1
"ZIPCODE":"54015","TOTALCUSTOMERS":1374,"CUSTOMERSOUT":2
"ZIPCODE":"54623","TOTALCUSTOMERS":639,"CUSTOMERSOUT":1
"ZIPCODE":"54703","TOTALCUSTOMERS":20774,"CUSTOMERSOUT":10
"ZIPCODE":"54729","TOTALCUSTOMERS":16338,"CUSTOMERSOUT":8
"ZIPCODE":"54751","TOTALCUSTOMERS":10078,"CUSTOMERSOUT":2
"ZIPCODE":"80003","TOTALCUSTOMERS":15711,"CUSTOMERSOUT":207
"ZIPCODE":"80004","TOTALCUSTOMERS":15435,"CUSTOMERSOUT":1
"ZIPCODE":"80011","TOTALCUSTOMERS":23384,"CUSTOMERSOUT":3
"ZIPCODE":"80022","TOTALCUSTOMERS":10858,"CUSTOMERSOUT":6
"ZIPCODE":"80110","TOTALCUSTOMERS":14029,"CUSTOMERSOUT":12
"ZIPCODE":"80120","TOTALCUSTOMERS":14797,"CUSTOMERSOUT":1
"ZIPCODE":"80123","TOTALCUSTOMERS":22173,"CUSTOMERSOUT":8
"ZIPCODE":"80127","TOTALCUSTOMERS":16783,"CUSTOMERSOUT":1
"ZIPCODE":"80137","TOTALCUSTOMERS":1240,"CUSTOMERSOUT":1
"ZIPCODE":"80202","TOTALCUSTOMERS":12397,"CUSTOMERSOUT":1
"ZIPCODE":"80204","TOTALCUSTOMERS":19276,"CUSTOMERSOUT":1
"ZIPCODE":"80209","TOTALCUSTOMERS":14858,"CUSTOMERSOUT":13
