"ZIPCODE":"55066","TOTALCUSTOMERS":9097,"CUSTOMERSOUT":14
"ZIPCODE":"55075","TOTALCUSTOMERS":9553,"CUSTOMERSOUT":2
"ZIPCODE":"55110","TOTALCUSTOMERS":16653,"CUSTOMERSOUT":2
"ZIPCODE":"55112","TOTALCUSTOMERS":20632,"CUSTOMERSOUT":24
"ZIPCODE":"55119","TOTALCUSTOMERS":16789,"CUSTOMERSOUT":84
"ZIPCODE":"55127","TOTALCUSTOMERS":5382,"CUSTOMERSOUT":1
"ZIPCODE":"55397","TOTALCUSTOMERS":1238,"CUSTOMERSOUT":1
"ZIPCODE":"55403","TOTALCUSTOMERS":11298,"CUSTOMERSOUT":1
"ZIPCODE":"55425","TOTALCUSTOMERS":5831,"CUSTOMERSOUT":1
"ZIPCODE":"55434","TOTALCUSTOMERS":859,"CUSTOMERSOUT":1
"ZIPCODE":"56303","TOTALCUSTOMERS":9869,"CUSTOMERSOUT":7
"ZIPCODE":"57103","TOTALCUSTOMERS":15604,"CUSTOMERSOUT":1
"ZIPCODE":"79045","TOTALCUSTOMERS":7084,"CUSTOMERSOUT":1
"ZIPCODE":"79107","TOTALCUSTOMERS":12915,"CUSTOMERSOUT":1
"ZIPCODE":"54665","TOTALCUSTOMERS":2827,"CUSTOMERSOUT":1
"ZIPCODE":"54703","TOTALCUSTOMERS":20010,"CUSTOMERSOUT":2
"ZIPCODE":"80005","TOTALCUSTOMERS":11960,"CUSTOMERSOUT":1
"ZIPCODE":"80016","TOTALCUSTOMERS":20833,"CUSTOMERSOUT":1
"ZIPCODE":"80020","TOTALCUSTOMERS":25036,"CUSTOMERSOUT":31
"ZIPCODE":"80214","TOTALCUSTOMERS":14492,"CUSTOMERSOUT":1
"ZIPCODE":"80216","TOTALCUSTOMERS":9513,"CUSTOMERSOUT":2
"ZIPCODE":"80219","TOTALCUSTOMERS":21049,"CUSTOMERSOUT":1
"ZIPCODE":"80220","TOTALCUSTOMERS":17803,"CUSTOMERSOUT":1
"ZIPCODE":"80224","TOTALCUSTOMERS":9317,"CUSTOMERSOUT":1
"ZIPCODE":"80301","TOTALCUSTOMERS":15225,"CUSTOMERSOUT":9
"ZIPCODE":"80403","TOTALCUSTOMERS":7589,"CUSTOMERSOUT":1
"ZIPCODE":"80634","TOTALCUSTOMERS":26465,"CUSTOMERSOUT":11
"ZIPCODE":"81101","TOTALCUSTOMERS":7411,"CUSTOMERSOUT":1
