"ZIPCODE":"55447","TOTALCUSTOMERS":10205,"CUSTOMERSOUT":9
"ZIPCODE":"56301","TOTALCUSTOMERS":13210,"CUSTOMERSOUT":1
"ZIPCODE":"58701","TOTALCUSTOMERS":9761,"CUSTOMERSOUT":0
"ZIPCODE":"58703","TOTALCUSTOMERS":9610,"CUSTOMERSOUT":1
"ZIPCODE":"57106","TOTALCUSTOMERS":19438,"CUSTOMERSOUT":1
"ZIPCODE":"54659","TOTALCUSTOMERS":379,"CUSTOMERSOUT":1
"ZIPCODE":"54751","TOTALCUSTOMERS":9912,"CUSTOMERSOUT":74
"ZIPCODE":"80011","TOTALCUSTOMERS":23183,"CUSTOMERSOUT":2
"ZIPCODE":"80123","TOTALCUSTOMERS":22168,"CUSTOMERSOUT":52
"ZIPCODE":"80128","TOTALCUSTOMERS":15537,"CUSTOMERSOUT":48
"ZIPCODE":"80221","TOTALCUSTOMERS":16760,"CUSTOMERSOUT":1
"ZIPCODE":"80497","TOTALCUSTOMERS":37,"CUSTOMERSOUT":1
"ZIPCODE":"80498","TOTALCUSTOMERS":6645,"CUSTOMERSOUT":2
"ZIPCODE":"80610","TOTALCUSTOMERS":1899,"CUSTOMERSOUT":1
"ZIPCODE":"80620","TOTALCUSTOMERS":8472,"CUSTOMERSOUT":129
"ZIPCODE":"81101","TOTALCUSTOMERS":7515,"CUSTOMERSOUT":425
