"ZIPCODE":"54701","TOTALCUSTOMERS":17591,"CUSTOMERSOUT":18
"ZIPCODE":"54876","TOTALCUSTOMERS":1809,"CUSTOMERSOUT":1
"ZIPCODE":"55082","TOTALCUSTOMERS":16874,"CUSTOMERSOUT":5
"ZIPCODE":"55112","TOTALCUSTOMERS":20827,"CUSTOMERSOUT":2
"ZIPCODE":"55119","TOTALCUSTOMERS":16987,"CUSTOMERSOUT":1
"ZIPCODE":"55345","TOTALCUSTOMERS":9629,"CUSTOMERSOUT":1
"ZIPCODE":"55391","TOTALCUSTOMERS":8179,"CUSTOMERSOUT":16
"ZIPCODE":"80022","TOTALCUSTOMERS":10757,"CUSTOMERSOUT":1
"ZIPCODE":"80112","TOTALCUSTOMERS":18098,"CUSTOMERSOUT":1
"ZIPCODE":"80219","TOTALCUSTOMERS":21058,"CUSTOMERSOUT":1
"ZIPCODE":"80228","TOTALCUSTOMERS":16827,"CUSTOMERSOUT":178
"ZIPCODE":"55406","TOTALCUSTOMERS":17874,"CUSTOMERSOUT":11
"ZIPCODE":"55432","TOTALCUSTOMERS":15716,"CUSTOMERSOUT":1
"ZIPCODE":"55433","TOTALCUSTOMERS":8252,"CUSTOMERSOUT":6
"ZIPCODE":"55435","TOTALCUSTOMERS":8453,"CUSTOMERSOUT":122
"ZIPCODE":"80239","TOTALCUSTOMERS":15469,"CUSTOMERSOUT":8
"ZIPCODE":"80615","TOTALCUSTOMERS":3995,"CUSTOMERSOUT":0
"ZIPCODE":"80634","TOTALCUSTOMERS":27178,"CUSTOMERSOUT":1
"ZIPCODE":"88203","TOTALCUSTOMERS":13028,"CUSTOMERSOUT":1
"ZIPCODE":"55445","TOTALCUSTOMERS":5590,"CUSTOMERSOUT":1
"ZIPCODE":"56096","TOTALCUSTOMERS":1616,"CUSTOMERSOUT":1
"ZIPCODE":"58102","TOTALCUSTOMERS":17662,"CUSTOMERSOUT":11
"ZIPCODE":"79007","TOTALCUSTOMERS":8191,"CUSTOMERSOUT":2
"ZIPCODE":"79072","TOTALCUSTOMERS":11044,"CUSTOMERSOUT":1
"ZIPCODE":"79107","TOTALCUSTOMERS":12906,"CUSTOMERSOUT":1
