"ZIPCODE":"55075","TOTALCUSTOMERS":9736,"CUSTOMERSOUT":5
"ZIPCODE":"55102","TOTALCUSTOMERS":11959,"CUSTOMERSOUT":19
"ZIPCODE":"55110","TOTALCUSTOMERS":17042,"CUSTOMERSOUT":2
"ZIPCODE":"55112","TOTALCUSTOMERS":20889,"CUSTOMERSOUT":1
"ZIPCODE":"55119","TOTALCUSTOMERS":17105,"CUSTOMERSOUT":1
"ZIPCODE":"55420","TOTALCUSTOMERS":10976,"CUSTOMERSOUT":2
"ZIPCODE":"55427","TOTALCUSTOMERS":11808,"CUSTOMERSOUT":25
"ZIPCODE":"55445","TOTALCUSTOMERS":5949,"CUSTOMERSOUT":154
"ZIPCODE":"79109","TOTALCUSTOMERS":22387,"CUSTOMERSOUT":1
"ZIPCODE":"80013","TOTALCUSTOMERS":27977,"CUSTOMERSOUT":20
"ZIPCODE":"80016","TOTALCUSTOMERS":21795,"CUSTOMERSOUT":1
"ZIPCODE":"80022","TOTALCUSTOMERS":10854,"CUSTOMERSOUT":1
"ZIPCODE":"80113","TOTALCUSTOMERS":11903,"CUSTOMERSOUT":1
"ZIPCODE":"80205","TOTALCUSTOMERS":18921,"CUSTOMERSOUT":20
"ZIPCODE":"80216","TOTALCUSTOMERS":11104,"CUSTOMERSOUT":1
"ZIPCODE":"80224","TOTALCUSTOMERS":9314,"CUSTOMERSOUT":3
"ZIPCODE":"80226","TOTALCUSTOMERS":15199,"CUSTOMERSOUT":1
"ZIPCODE":"80227","TOTALCUSTOMERS":17521,"CUSTOMERSOUT":1
"ZIPCODE":"80241","TOTALCUSTOMERS":13840,"CUSTOMERSOUT":1
"ZIPCODE":"80249","TOTALCUSTOMERS":18283,"CUSTOMERSOUT":1
"ZIPCODE":"80302","TOTALCUSTOMERS":13131,"CUSTOMERSOUT":132
"ZIPCODE":"80401","TOTALCUSTOMERS":20853,"CUSTOMERSOUT":2
"ZIPCODE":"80513","TOTALCUSTOMERS":4026,"CUSTOMERSOUT":1
"ZIPCODE":"81504","TOTALCUSTOMERS":10845,"CUSTOMERSOUT":30
"ZIPCODE":"88203","TOTALCUSTOMERS":13054,"CUSTOMERSOUT":1
"ZIPCODE":"88220","TOTALCUSTOMERS":22445,"CUSTOMERSOUT":1
"ZIPCODE":"79009","TOTALCUSTOMERS":895,"CUSTOMERSOUT":1
