"ZIPCODE":"55111","TOTALCUSTOMERS":150,"CUSTOMERSOUT":6
"ZIPCODE":"55125","TOTALCUSTOMERS":19076,"CUSTOMERSOUT":10
"ZIPCODE":"55129","TOTALCUSTOMERS":13130,"CUSTOMERSOUT":148
"ZIPCODE":"55406","TOTALCUSTOMERS":17220,"CUSTOMERSOUT":27
"ZIPCODE":"55424","TOTALCUSTOMERS":4097,"CUSTOMERSOUT":5
"ZIPCODE":"55431","TOTALCUSTOMERS":9710,"CUSTOMERSOUT":42
"ZIPCODE":"57103","TOTALCUSTOMERS":15587,"CUSTOMERSOUT":1
"ZIPCODE":"57107","TOTALCUSTOMERS":6038,"CUSTOMERSOUT":1
"ZIPCODE":"79036","TOTALCUSTOMERS":2851,"CUSTOMERSOUT":1
"ZIPCODE":"54555","TOTALCUSTOMERS":1849,"CUSTOMERSOUT":2
"ZIPCODE":"54656","TOTALCUSTOMERS":7613,"CUSTOMERSOUT":1
"ZIPCODE":"54738","TOTALCUSTOMERS":496,"CUSTOMERSOUT":1
"ZIPCODE":"54751","TOTALCUSTOMERS":9729,"CUSTOMERSOUT":1
"ZIPCODE":"54768","TOTALCUSTOMERS":1377,"CUSTOMERSOUT":1
"ZIPCODE":"80003","TOTALCUSTOMERS":15661,"CUSTOMERSOUT":67
"ZIPCODE":"80010","TOTALCUSTOMERS":15297,"CUSTOMERSOUT":1
"ZIPCODE":"80033","TOTALCUSTOMERS":15101,"CUSTOMERSOUT":2
"ZIPCODE":"80212","TOTALCUSTOMERS":10376,"CUSTOMERSOUT":0
"ZIPCODE":"80214","TOTALCUSTOMERS":14518,"CUSTOMERSOUT":1
"ZIPCODE":"80216","TOTALCUSTOMERS":9504,"CUSTOMERSOUT":2
"ZIPCODE":"80227","TOTALCUSTOMERS":17678,"CUSTOMERSOUT":1
"ZIPCODE":"80305","TOTALCUSTOMERS":7635,"CUSTOMERSOUT":1
"ZIPCODE":"80550","TOTALCUSTOMERS":9631,"CUSTOMERSOUT":1
"ZIPCODE":"80610","TOTALCUSTOMERS":1897,"CUSTOMERSOUT":1
"ZIPCODE":"80615","TOTALCUSTOMERS":3971,"CUSTOMERSOUT":2
"ZIPCODE":"80631","TOTALCUSTOMERS":20444,"CUSTOMERSOUT":1
"ZIPCODE":"80650","TOTALCUSTOMERS":820,"CUSTOMERSOUT":1
"ZIPCODE":"88220","TOTALCUSTOMERS":21601,"CUSTOMERSOUT":12
