"ZIPCODE":"80019","TOTALCUSTOMERS":3393,"CUSTOMERSOUT":4
"ZIPCODE":"80121","TOTALCUSTOMERS":7616,"CUSTOMERSOUT":3
"ZIPCODE":"80124","TOTALCUSTOMERS":11462,"CUSTOMERSOUT":1
"ZIPCODE":"80126","TOTALCUSTOMERS":17018,"CUSTOMERSOUT":1
"ZIPCODE":"80128","TOTALCUSTOMERS":15463,"CUSTOMERSOUT":1
"ZIPCODE":"80218","TOTALCUSTOMERS":12125,"CUSTOMERSOUT":3
"ZIPCODE":"80222","TOTALCUSTOMERS":12463,"CUSTOMERSOUT":2
"ZIPCODE":"80424","TOTALCUSTOMERS":13326,"CUSTOMERSOUT":67
"ZIPCODE":"80498","TOTALCUSTOMERS":6541,"CUSTOMERSOUT":1
"ZIPCODE":"80631","TOTALCUSTOMERS":20447,"CUSTOMERSOUT":1
"ZIPCODE":"55104","TOTALCUSTOMERS":20410,"CUSTOMERSOUT":1
"ZIPCODE":"55340","TOTALCUSTOMERS":1810,"CUSTOMERSOUT":33
"ZIPCODE":"55345","TOTALCUSTOMERS":9575,"CUSTOMERSOUT":12
"ZIPCODE":"55368","TOTALCUSTOMERS":1068,"CUSTOMERSOUT":2
"ZIPCODE":"55369","TOTALCUSTOMERS":14088,"CUSTOMERSOUT":1
"ZIPCODE":"55413","TOTALCUSTOMERS":8209,"CUSTOMERSOUT":1
"ZIPCODE":"55418","TOTALCUSTOMERS":15137,"CUSTOMERSOUT":0
"ZIPCODE":"55444","TOTALCUSTOMERS":5707,"CUSTOMERSOUT":1
"ZIPCODE":"56304","TOTALCUSTOMERS":6526,"CUSTOMERSOUT":1
"ZIPCODE":"56379","TOTALCUSTOMERS":6549,"CUSTOMERSOUT":0
"ZIPCODE":"58078","TOTALCUSTOMERS":5695,"CUSTOMERSOUT":1
"ZIPCODE":"79068","TOTALCUSTOMERS":2132,"CUSTOMERSOUT":1
"ZIPCODE":"79106","TOTALCUSTOMERS":14234,"CUSTOMERSOUT":1
"ZIPCODE":"79118","TOTALCUSTOMERS":13328,"CUSTOMERSOUT":2
"ZIPCODE":"54009","TOTALCUSTOMERS":933,"CUSTOMERSOUT":1
