"ZIPCODE":"80302","TOTALCUSTOMERS":13130,"CUSTOMERSOUT":22
"ZIPCODE":"80439","TOTALCUSTOMERS":9836,"CUSTOMERSOUT":3
"ZIPCODE":"80549","TOTALCUSTOMERS":4267,"CUSTOMERSOUT":1
"ZIPCODE":"80631","TOTALCUSTOMERS":20822,"CUSTOMERSOUT":1
"ZIPCODE":"80643","TOTALCUSTOMERS":10,"CUSTOMERSOUT":1
"ZIPCODE":"81201","TOTALCUSTOMERS":6052,"CUSTOMERSOUT":1
"ZIPCODE":"55016","TOTALCUSTOMERS":15626,"CUSTOMERSOUT":2
"ZIPCODE":"55105","TOTALCUSTOMERS":13279,"CUSTOMERSOUT":17
"ZIPCODE":"55112","TOTALCUSTOMERS":20769,"CUSTOMERSOUT":2
"ZIPCODE":"55305","TOTALCUSTOMERS":12159,"CUSTOMERSOUT":2
"ZIPCODE":"81503","TOTALCUSTOMERS":7775,"CUSTOMERSOUT":1
"ZIPCODE":"88201","TOTALCUSTOMERS":13120,"CUSTOMERSOUT":12
"ZIPCODE":"88256","TOTALCUSTOMERS":1607,"CUSTOMERSOUT":1
"ZIPCODE":"56042","TOTALCUSTOMERS":244,"CUSTOMERSOUT":1
"ZIPCODE":"79018","TOTALCUSTOMERS":268,"CUSTOMERSOUT":1
"ZIPCODE":"79022","TOTALCUSTOMERS":4976,"CUSTOMERSOUT":4
"ZIPCODE":"79044","TOTALCUSTOMERS":123,"CUSTOMERSOUT":3
"ZIPCODE":"79109","TOTALCUSTOMERS":22315,"CUSTOMERSOUT":1
"ZIPCODE":"79343","TOTALCUSTOMERS":635,"CUSTOMERSOUT":1
"ZIPCODE":"79356","TOTALCUSTOMERS":2070,"CUSTOMERSOUT":4
"ZIPCODE":"54013","TOTALCUSTOMERS":1009,"CUSTOMERSOUT":1
"ZIPCODE":"54720","TOTALCUSTOMERS":3625,"CUSTOMERSOUT":1
"ZIPCODE":"80123","TOTALCUSTOMERS":22152,"CUSTOMERSOUT":11
"ZIPCODE":"80203","TOTALCUSTOMERS":14272,"CUSTOMERSOUT":42
