"ZIPCODE":"55106","TOTALCUSTOMERS":20790,"CUSTOMERSOUT":14
"ZIPCODE":"55113","TOTALCUSTOMERS":21362,"CUSTOMERSOUT":1
"ZIPCODE":"55114","TOTALCUSTOMERS":3312,"CUSTOMERSOUT":1
"ZIPCODE":"55116","TOTALCUSTOMERS":12820,"CUSTOMERSOUT":9
"ZIPCODE":"55117","TOTALCUSTOMERS":18539,"CUSTOMERSOUT":2
"ZIPCODE":"55310","TOTALCUSTOMERS":702,"CUSTOMERSOUT":1
"ZIPCODE":"55345","TOTALCUSTOMERS":9678,"CUSTOMERSOUT":1
"ZIPCODE":"55360","TOTALCUSTOMERS":895,"CUSTOMERSOUT":1
"ZIPCODE":"55374","TOTALCUSTOMERS":7610,"CUSTOMERSOUT":1
"ZIPCODE":"55405","TOTALCUSTOMERS":9475,"CUSTOMERSOUT":1
"ZIPCODE":"55413","TOTALCUSTOMERS":8400,"CUSTOMERSOUT":1
"ZIPCODE":"55416","TOTALCUSTOMERS":22195,"CUSTOMERSOUT":21
"ZIPCODE":"55422","TOTALCUSTOMERS":13823,"CUSTOMERSOUT":2
"ZIPCODE":"55425","TOTALCUSTOMERS":6594,"CUSTOMERSOUT":1
"ZIPCODE":"55426","TOTALCUSTOMERS":13257,"CUSTOMERSOUT":119
"ZIPCODE":"55427","TOTALCUSTOMERS":11810,"CUSTOMERSOUT":159
"ZIPCODE":"55428","TOTALCUSTOMERS":14126,"CUSTOMERSOUT":1
"ZIPCODE":"55443","TOTALCUSTOMERS":13627,"CUSTOMERSOUT":13
"ZIPCODE":"56001","TOTALCUSTOMERS":20998,"CUSTOMERSOUT":1
"ZIPCODE":"57107","TOTALCUSTOMERS":7475,"CUSTOMERSOUT":1
"ZIPCODE":"79107","TOTALCUSTOMERS":12981,"CUSTOMERSOUT":1
"ZIPCODE":"79350","TOTALCUSTOMERS":457,"CUSTOMERSOUT":5
"ZIPCODE":"80021","TOTALCUSTOMERS":19845,"CUSTOMERSOUT":2
"ZIPCODE":"80033","TOTALCUSTOMERS":15300,"CUSTOMERSOUT":1
"ZIPCODE":"80122","TOTALCUSTOMERS":14400,"CUSTOMERSOUT":1
"ZIPCODE":"80205","TOTALCUSTOMERS":18898,"CUSTOMERSOUT":6
"ZIPCODE":"80206","TOTALCUSTOMERS":14689,"CUSTOMERSOUT":1
"ZIPCODE":"80207","TOTALCUSTOMERS":9341,"CUSTOMERSOUT":1
"ZIPCODE":"80222","TOTALCUSTOMERS":12598,"CUSTOMERSOUT":1
"ZIPCODE":"80223","TOTALCUSTOMERS":11093,"CUSTOMERSOUT":62
"ZIPCODE":"80226","TOTALCUSTOMERS":15205,"CUSTOMERSOUT":1
"ZIPCODE":"80231","TOTALCUSTOMERS":18872,"CUSTOMERSOUT":1
"ZIPCODE":"80247","TOTALCUSTOMERS":16528,"CUSTOMERSOUT":177
"ZIPCODE":"80301","TOTALCUSTOMERS":15331,"CUSTOMERSOUT":1
"ZIPCODE":"80401","TOTALCUSTOMERS":20855,"CUSTOMERSOUT":1
"ZIPCODE":"80403","TOTALCUSTOMERS":7642,"CUSTOMERSOUT":6
"ZIPCODE":"80422","TOTALCUSTOMERS":203,"CUSTOMERSOUT":36
"ZIPCODE":"80436","TOTALCUSTOMERS":294,"CUSTOMERSOUT":4
"ZIPCODE":"80438","TOTALCUSTOMERS":468,"CUSTOMERSOUT":1
"ZIPCODE":"80439","TOTALCUSTOMERS":9889,"CUSTOMERSOUT":8
"ZIPCODE":"80452","TOTALCUSTOMERS":2266,"CUSTOMERSOUT":44
"ZIPCODE":"80498","TOTALCUSTOMERS":6754,"CUSTOMERSOUT":1
"ZIPCODE":"81101","TOTALCUSTOMERS":7536,"CUSTOMERSOUT":1
"ZIPCODE":"81120","TOTALCUSTOMERS":2049,"CUSTOMERSOUT":1
"ZIPCODE":"81143","TOTALCUSTOMERS":161,"CUSTOMERSOUT":1
"ZIPCODE":"88231","TOTALCUSTOMERS":3360,"CUSTOMERSOUT":3
"ZIPCODE":"88240","TOTALCUSTOMERS":21375,"CUSTOMERSOUT":5
"ZIPCODE":"88252","TOTALCUSTOMERS":2787,"CUSTOMERSOUT":1
