"ZIPCODE":"80215","TOTALCUSTOMERS":10474,"CUSTOMERSOUT":611
"ZIPCODE":"80216","TOTALCUSTOMERS":10846,"CUSTOMERSOUT":1
"ZIPCODE":"80219","TOTALCUSTOMERS":21039,"CUSTOMERSOUT":43
"ZIPCODE":"80220","TOTALCUSTOMERS":17798,"CUSTOMERSOUT":17
"ZIPCODE":"80221","TOTALCUSTOMERS":16731,"CUSTOMERSOUT":3
"ZIPCODE":"80222","TOTALCUSTOMERS":12561,"CUSTOMERSOUT":9
"ZIPCODE":"80223","TOTALCUSTOMERS":10942,"CUSTOMERSOUT":2
"ZIPCODE":"80226","TOTALCUSTOMERS":15176,"CUSTOMERSOUT":2
"ZIPCODE":"80227","TOTALCUSTOMERS":17524,"CUSTOMERSOUT":2
"ZIPCODE":"80229","TOTALCUSTOMERS":21176,"CUSTOMERSOUT":59
"ZIPCODE":"80232","TOTALCUSTOMERS":10145,"CUSTOMERSOUT":4
"ZIPCODE":"80234","TOTALCUSTOMERS":13753,"CUSTOMERSOUT":73
"ZIPCODE":"80236","TOTALCUSTOMERS":6451,"CUSTOMERSOUT":11
"ZIPCODE":"80301","TOTALCUSTOMERS":15262,"CUSTOMERSOUT":1
"ZIPCODE":"80302","TOTALCUSTOMERS":13138,"CUSTOMERSOUT":3
"ZIPCODE":"80303","TOTALCUSTOMERS":11792,"CUSTOMERSOUT":2
"ZIPCODE":"80401","TOTALCUSTOMERS":20835,"CUSTOMERSOUT":968
"ZIPCODE":"80403","TOTALCUSTOMERS":7597,"CUSTOMERSOUT":13
"ZIPCODE":"80420","TOTALCUSTOMERS":931,"CUSTOMERSOUT":131
"ZIPCODE":"80424","TOTALCUSTOMERS":13389,"CUSTOMERSOUT":65
"ZIPCODE":"80439","TOTALCUSTOMERS":9846,"CUSTOMERSOUT":57
"ZIPCODE":"80440","TOTALCUSTOMERS":2152,"CUSTOMERSOUT":5
"ZIPCODE":"80453","TOTALCUSTOMERS":196,"CUSTOMERSOUT":1
"ZIPCODE":"80455","TOTALCUSTOMERS":267,"CUSTOMERSOUT":7
"ZIPCODE":"80465","TOTALCUSTOMERS":4379,"CUSTOMERSOUT":14
"ZIPCODE":"80466","TOTALCUSTOMERS":1874,"CUSTOMERSOUT":2
"ZIPCODE":"80481","TOTALCUSTOMERS":416,"CUSTOMERSOUT":132
"ZIPCODE":"80498","TOTALCUSTOMERS":6654,"CUSTOMERSOUT":39
"ZIPCODE":"80501","TOTALCUSTOMERS":53,"CUSTOMERSOUT":1
"ZIPCODE":"80503","TOTALCUSTOMERS":2802,"CUSTOMERSOUT":55
"ZIPCODE":"80634","TOTALCUSTOMERS":26859,"CUSTOMERSOUT":1
"ZIPCODE":"81123","TOTALCUSTOMERS":408,"CUSTOMERSOUT":112
"ZIPCODE":"81133","TOTALCUSTOMERS":566,"CUSTOMERSOUT":2
"ZIPCODE":"81201","TOTALCUSTOMERS":6071,"CUSTOMERSOUT":11
"ZIPCODE":"81227","TOTALCUSTOMERS":44,"CUSTOMERSOUT":3
"ZIPCODE":"81501","TOTALCUSTOMERS":12303,"CUSTOMERSOUT":0
"ZIPCODE":"88201","TOTALCUSTOMERS":13137,"CUSTOMERSOUT":28
"ZIPCODE":"88240","TOTALCUSTOMERS":21294,"CUSTOMERSOUT":2
"ZIPCODE":"88252","TOTALCUSTOMERS":2807,"CUSTOMERSOUT":1
"ZIPCODE":"55014","TOTALCUSTOMERS":7362,"CUSTOMERSOUT":1
"ZIPCODE":"55106","TOTALCUSTOMERS":20643,"CUSTOMERSOUT":1
"ZIPCODE":"55113","TOTALCUSTOMERS":21167,"CUSTOMERSOUT":2
"ZIPCODE":"55117","TOTALCUSTOMERS":18433,"CUSTOMERSOUT":3
"ZIPCODE":"55118","TOTALCUSTOMERS":14779,"CUSTOMERSOUT":2
"ZIPCODE":"55126","TOTALCUSTOMERS":13556,"CUSTOMERSOUT":2
"ZIPCODE":"55368","TOTALCUSTOMERS":1062,"CUSTOMERSOUT":1
"ZIPCODE":"55416","TOTALCUSTOMERS":21969,"CUSTOMERSOUT":15
"ZIPCODE":"55422","TOTALCUSTOMERS":13751,"CUSTOMERSOUT":159
"ZIPCODE":"55427","TOTALCUSTOMERS":11762,"CUSTOMERSOUT":2
"ZIPCODE":"55441","TOTALCUSTOMERS":9712,"CUSTOMERSOUT":2
"ZIPCODE":"55442","TOTALCUSTOMERS":3753,"CUSTOMERSOUT":101
"ZIPCODE":"55446","TOTALCUSTOMERS":7283,"CUSTOMERSOUT":1
"ZIPCODE":"55910","TOTALCUSTOMERS":579,"CUSTOMERSOUT":8
"ZIPCODE":"55920","TOTALCUSTOMERS":2209,"CUSTOMERSOUT":1
"ZIPCODE":"56001","TOTALCUSTOMERS":20641,"CUSTOMERSOUT":1
"ZIPCODE":"56301","TOTALCUSTOMERS":13198,"CUSTOMERSOUT":1
"ZIPCODE":"56377","TOTALCUSTOMERS":6095,"CUSTOMERSOUT":1
"ZIPCODE":"57058","TOTALCUSTOMERS":805,"CUSTOMERSOUT":4
"ZIPCODE":"79007","TOTALCUSTOMERS":8197,"CUSTOMERSOUT":7
"ZIPCODE":"79118","TOTALCUSTOMERS":14119,"CUSTOMERSOUT":1
"ZIPCODE":"79313","TOTALCUSTOMERS":645,"CUSTOMERSOUT":1
"ZIPCODE":"79360","TOTALCUSTOMERS":8056,"CUSTOMERSOUT":1
"ZIPCODE":"54621","TOTALCUSTOMERS":265,"CUSTOMERSOUT":2
"ZIPCODE":"54650","TOTALCUSTOMERS":7848,"CUSTOMERSOUT":1
"ZIPCODE":"54868","TOTALCUSTOMERS":1380,"CUSTOMERSOUT":1
"ZIPCODE":"80001","TOTALCUSTOMERS":22,"CUSTOMERSOUT":1
"ZIPCODE":"80002","TOTALCUSTOMERS":11594,"CUSTOMERSOUT":25
"ZIPCODE":"80003","TOTALCUSTOMERS":15714,"CUSTOMERSOUT":81
"ZIPCODE":"80004","TOTALCUSTOMERS":15407,"CUSTOMERSOUT":119
"ZIPCODE":"80007","TOTALCUSTOMERS":7215,"CUSTOMERSOUT":1
"ZIPCODE":"80011","TOTALCUSTOMERS":22658,"CUSTOMERSOUT":8
"ZIPCODE":"80012","TOTALCUSTOMERS":22513,"CUSTOMERSOUT":1
"ZIPCODE":"80020","TOTALCUSTOMERS":25481,"CUSTOMERSOUT":0
"ZIPCODE":"80021","TOTALCUSTOMERS":19074,"CUSTOMERSOUT":2
"ZIPCODE":"80022","TOTALCUSTOMERS":10763,"CUSTOMERSOUT":1
"ZIPCODE":"80026","TOTALCUSTOMERS":15674,"CUSTOMERSOUT":1
"ZIPCODE":"80030","TOTALCUSTOMERS":6806,"CUSTOMERSOUT":1
"ZIPCODE":"80031","TOTALCUSTOMERS":15837,"CUSTOMERSOUT":1
"ZIPCODE":"80033","TOTALCUSTOMERS":15222,"CUSTOMERSOUT":2
"ZIPCODE":"80108","TOTALCUSTOMERS":426,"CUSTOMERSOUT":1
"ZIPCODE":"80110","TOTALCUSTOMERS":13492,"CUSTOMERSOUT":1
"ZIPCODE":"80113","TOTALCUSTOMERS":11896,"CUSTOMERSOUT":1
"ZIPCODE":"80121","TOTALCUSTOMERS":7642,"CUSTOMERSOUT":1
"ZIPCODE":"80122","TOTALCUSTOMERS":14384,"CUSTOMERSOUT":4
"ZIPCODE":"80123","TOTALCUSTOMERS":22144,"CUSTOMERSOUT":16
"ZIPCODE":"80129","TOTALCUSTOMERS":12381,"CUSTOMERSOUT":3
