"ZIPCODE":"55391","TOTALCUSTOMERS":8180,"CUSTOMERSOUT":14
"ZIPCODE":"55404","TOTALCUSTOMERS":13436,"CUSTOMERSOUT":1
"ZIPCODE":"55412","TOTALCUSTOMERS":9307,"CUSTOMERSOUT":1
"ZIPCODE":"55418","TOTALCUSTOMERS":15549,"CUSTOMERSOUT":2
"ZIPCODE":"55427","TOTALCUSTOMERS":11794,"CUSTOMERSOUT":17
"ZIPCODE":"56301","TOTALCUSTOMERS":13319,"CUSTOMERSOUT":2
"ZIPCODE":"56369","TOTALCUSTOMERS":274,"CUSTOMERSOUT":3
"ZIPCODE":"57105","TOTALCUSTOMERS":11511,"CUSTOMERSOUT":23
"ZIPCODE":"79364","TOTALCUSTOMERS":3201,"CUSTOMERSOUT":8
"ZIPCODE":"54027","TOTALCUSTOMERS":288,"CUSTOMERSOUT":1
"ZIPCODE":"54456","TOTALCUSTOMERS":1896,"CUSTOMERSOUT":1
"ZIPCODE":"54728","TOTALCUSTOMERS":1908,"CUSTOMERSOUT":11
"ZIPCODE":"54843","TOTALCUSTOMERS":5893,"CUSTOMERSOUT":42
"ZIPCODE":"80003","TOTALCUSTOMERS":15722,"CUSTOMERSOUT":11
"ZIPCODE":"80007","TOTALCUSTOMERS":7395,"CUSTOMERSOUT":1
"ZIPCODE":"80126","TOTALCUSTOMERS":17016,"CUSTOMERSOUT":1
"ZIPCODE":"80203","TOTALCUSTOMERS":14474,"CUSTOMERSOUT":1
"ZIPCODE":"80210","TOTALCUSTOMERS":19165,"CUSTOMERSOUT":173
"ZIPCODE":"80211","TOTALCUSTOMERS":20714,"CUSTOMERSOUT":2
"ZIPCODE":"80537","TOTALCUSTOMERS":1003,"CUSTOMERSOUT":76
"ZIPCODE":"80631","TOTALCUSTOMERS":20984,"CUSTOMERSOUT":25
"ZIPCODE":"88231","TOTALCUSTOMERS":3394,"CUSTOMERSOUT":1
