"ZIPCODE":"55106","TOTALCUSTOMERS":20603,"CUSTOMERSOUT":32
"ZIPCODE":"55113","TOTALCUSTOMERS":21214,"CUSTOMERSOUT":18
"ZIPCODE":"55331","TOTALCUSTOMERS":9369,"CUSTOMERSOUT":2
"ZIPCODE":"79065","TOTALCUSTOMERS":11149,"CUSTOMERSOUT":1
"ZIPCODE":"79080","TOTALCUSTOMERS":378,"CUSTOMERSOUT":52
"ZIPCODE":"79086","TOTALCUSTOMERS":1190,"CUSTOMERSOUT":1
"ZIPCODE":"79097","TOTALCUSTOMERS":1051,"CUSTOMERSOUT":1
"ZIPCODE":"80210","TOTALCUSTOMERS":18994,"CUSTOMERSOUT":14
"ZIPCODE":"80214","TOTALCUSTOMERS":14533,"CUSTOMERSOUT":1
"ZIPCODE":"80246","TOTALCUSTOMERS":8446,"CUSTOMERSOUT":4
"ZIPCODE":"80249","TOTALCUSTOMERS":16678,"CUSTOMERSOUT":107
"ZIPCODE":"80301","TOTALCUSTOMERS":15258,"CUSTOMERSOUT":2
"ZIPCODE":"80631","TOTALCUSTOMERS":20814,"CUSTOMERSOUT":1
"ZIPCODE":"88201","TOTALCUSTOMERS":13122,"CUSTOMERSOUT":1
