"ZIPCODE":"55428","TOTALCUSTOMERS":14090,"CUSTOMERSOUT":10
"ZIPCODE":"55443","TOTALCUSTOMERS":13583,"CUSTOMERSOUT":2
"ZIPCODE":"55959","TOTALCUSTOMERS":926,"CUSTOMERSOUT":1
"ZIPCODE":"56024","TOTALCUSTOMERS":1219,"CUSTOMERSOUT":1
"ZIPCODE":"56265","TOTALCUSTOMERS":3379,"CUSTOMERSOUT":51
"ZIPCODE":"56304","TOTALCUSTOMERS":6515,"CUSTOMERSOUT":1
"ZIPCODE":"79029","TOTALCUSTOMERS":7750,"CUSTOMERSOUT":1
"ZIPCODE":"79109","TOTALCUSTOMERS":22429,"CUSTOMERSOUT":8
"ZIPCODE":"54488","TOTALCUSTOMERS":380,"CUSTOMERSOUT":1
"ZIPCODE":"54669","TOTALCUSTOMERS":3882,"CUSTOMERSOUT":29
"ZIPCODE":"80012","TOTALCUSTOMERS":22549,"CUSTOMERSOUT":1
"ZIPCODE":"80123","TOTALCUSTOMERS":22109,"CUSTOMERSOUT":5
"ZIPCODE":"80221","TOTALCUSTOMERS":16689,"CUSTOMERSOUT":1
"ZIPCODE":"80227","TOTALCUSTOMERS":17675,"CUSTOMERSOUT":1
"ZIPCODE":"80235","TOTALCUSTOMERS":4278,"CUSTOMERSOUT":1
"ZIPCODE":"80239","TOTALCUSTOMERS":15368,"CUSTOMERSOUT":1
"ZIPCODE":"80301","TOTALCUSTOMERS":15280,"CUSTOMERSOUT":0
"ZIPCODE":"80439","TOTALCUSTOMERS":9786,"CUSTOMERSOUT":1
"ZIPCODE":"81101","TOTALCUSTOMERS":7379,"CUSTOMERSOUT":1
"ZIPCODE":"81521","TOTALCUSTOMERS":5580,"CUSTOMERSOUT":1
"ZIPCODE":"88240","TOTALCUSTOMERS":21029,"CUSTOMERSOUT":1
"ZIPCODE":"49938","TOTALCUSTOMERS":5022,"CUSTOMERSOUT":17
"ZIPCODE":"55066","TOTALCUSTOMERS":9142,"CUSTOMERSOUT":16
"ZIPCODE":"55108","TOTALCUSTOMERS":7235,"CUSTOMERSOUT":30
"ZIPCODE":"55309","TOTALCUSTOMERS":2380,"CUSTOMERSOUT":1
